id,categorie,phrase_fr,reference,ref_pos_tree,kuma_mt,nllb,google,pos_kuma,pos_nllb,pos_google,chrf_kuma,chrf_nllb,chrf_google,ktau_kuma,ktau_nllb,ktau_google,wo_kuma,wo_nllb,wo_google,pos_exact_kuma,pos_exact_nllb,pos_exact_google,pos_chrf_kuma,pos_chrf_nllb,pos_chrf_google,kuma_back_fr,google_back_fr,nllb_back_fr,sem_kuma,sem_google,sem_nllb
67,existential_absolute,il y a du travail,baaraw bɛ,NOUN AUX,báara bɛ,baara bɛ yen,baara bɛ yen,NOUN AUX,NOUN AUX ADV,NOUN AUX ADV,23.05,42.95,42.95,0.0,0.0,0.0,False,True,True,1,0,0,100.0,87.22,87.22,,il y a du travail,il y a un emploi,0.0,100.0,18.14
68,existential_absolute_neg,il n'y a pas de pain,búuru tɛ,X AUX,búuru tɛ,nbuuru tɛ yen,buru tɛ yen,X AUX,X AUX ADV,X AUX ADV,100.0,42.72,45.73,1.0,0.0,0.0,False,True,True,1,0,0,100.0,79.07,79.07,,il n'y a pas de pain,il n'y a pas de pain,0.0,100.0,100.0
69,existential_localized_neg,il n'y a personne dans le village,mɔgɔ tɛ dugu kɔnɔ,NOUN AUX NOUN ADP,[personne] tɛ dùgu la,mɔgɔ tɛ dugu kɔnɔ,mɔgɔ si tɛ dugu kɔnɔ,NOUN AUX NOUN ADP,NOUN AUX NOUN ADP,NOUN DET AUX NOUN ADP,11.68,100.0,74.75,0.0,1.0,1.0,True,True,True,1,1,0,100.0,100.0,73.54,,il n'y a personne dans la ville,il n'y a personne dans la ville,0.0,77.38,77.38
70,existential_localized,Il y a de l'eau dans la bouteille,jí bɛ bútèli kɔnɔ,NOUN AUX X ADP,jí bɛ bútèli la,Ji bɛ jifilen kɔnɔ,Ji bɛ buteli kɔnɔ,NOUN AUX NOUN ADP,PROPN AUX X ADP,PROPN AUX X ADP,66.78,19.83,37.55,1.0,1.0,1.0,True,True,True,0,0,0,56.77,63.19,63.19,,Il y a de l'eau dans la bouteille,Il y a de l'eau dans la coupe,0.0,100.0,66.35
71,existential_localized,Il y a des gens ici,mɔgɔw bɛ yàn,NOUN AUX ADV,bìdenw bɛ yàn,Mɔgɔ dɔw bɛ yan,Mɔgɔw ​​bɛ yan,NOUN AUX ADV,PROPN NOUN AUX ADV,PUNCT PUNCT ADV,42.52,38.51,29.89,1.0,0.0,0.0,True,True,False,1,0,0,100.0,87.9,18.15,,Il y a du monde ici,Il y a des gens ici,0.0,31.13,100.0
72,existential_localized_neg,Il n'y a personne ici,mɔgɔw tɛ yàn,NOUN AUX ADV,[personne] tɛ yàn,Mɔgɔ si tɛ yan,Mɔgɔ si tɛ yan,NOUN AUX ADV,PROPN DET AUX ADV,PROPN DET AUX ADV,26.37,22.75,22.75,1.0,0.0,0.0,True,True,True,1,0,0,100.0,42.66,42.66,,Il n'y a personne ici,Il n'y a personne ici,0.0,100.0,100.0
73,existential_localized,il y a des enfants dans la maison,dɔgɔw bɛ so kɔnɔ,NOUN AUX NOUN ADP,dénw bɛ só la,Denmisɛnw bɛ so kɔnɔ,denmisɛnw bɛ du kɔnɔ,NOUN AUX NOUN ADP,PROPN AUX NOUN ADP,NOUN AUX NOUN ADP,17.43,56.53,23.16,0.0,1.0,1.0,True,True,True,1,0,1,100.0,73.22,100.0,,les enfants sont dans la maison,Les enfants sont à la maison,0.0,68.02,53.54
74,existential_localized_neg,il n'y a pas d'eau dans la bouteille,jí tɛ bútèli kɔnɔ,NOUN AUX PRON ADP,jí tɛ bútèli la,ji tɛ jiriden kɔnɔ,ji tɛ buteli kɔnɔ,NOUN AUX PRON ADP,NOUN AUX PRON ADP,NOUN AUX PRON ADP,66.78,18.66,38.74,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,il n'y a pas d'eau dans la bouteille,il n'y a pas d'eau dans le fruit,0.0,100.0,67.02
75,identificatory,C'est moi,n dòn,PRON AUX,n dòn,O ye ne de ye.,Ne de don,PRON AUX,PRON AUX PRON PART PUNCT,PRON PART AUX,100.0,9.62,10.87,1.0,0.0,0.0,False,False,False,1,0,0,100.0,62.49,39.35,,je suis celui,C'est moi qui le suis.,0.0,9.95,72.64
76,identificatory_appos,C'est moi Hawa,n de Hawa yé,PRON PART X AUX,Hawa dòn,Ne ye Hawa ye,O ye ne Hawa ye,PUNCT AUX,PRON AUX PROPN AUX,PRON AUX PRON PROPN AUX,26.24,48.74,49.15,0.0,0.0,0.0,False,False,False,0,0,0,14.01,28.19,32.59,,C'est mon réveillon,Je suis Eve,0.0,42.59,5.99
77,identificatory_neg,Ce n'est pas moi,n tɛ,PRON AUX,o tɛ n yé,O tɛ ne de ye,O t ne ye,PRON AUX PRON AUX,PRON AUX PRON PART AUX,PRON PUNCT PRON AUX,40.7,34.37,18.52,-1.0,0.0,0.0,True,True,False,0,0,0,75.19,66.21,70.4,,Ce n'est pas moi,Ce n'est pas moi,0.0,100.0,100.0
78,presentative,c'est Musa,Musa dòn,PROPN AUX,Musa dòn,o ye Musa ye,o ye Musa ye,PROPN AUX,PRON AUX PROPN AUX,PRON AUX PROPN AUX,100.0,26.8,26.8,1.0,0.0,0.0,False,False,False,1,0,0,100.0,78.99,78.99,,c'est Moïse,Il s'agit de Moïse.,0.0,50.56,11.22
79,presentative_plur,Ce sont mes frères et sœurs,n bálimaw dòn,PRON X AUX,n bálimakɛ ni Bátà dòn,O ye ne balimakɛw ni ne balimamusow ye,Ninnu ye ne balimakɛw ni ne balimamusow ye,PRON X ADP X AUX,PRON AUX PRON X X PRON NOUN AUX,X AUX PRON X X PRON NOUN AUX,52.39,16.43,15.56,1.0,0.0,0.0,False,False,False,0,0,0,67.85,35.52,43.72,,Ce sont mes frères et sœurs,"Ce sont mes frères et mes sœurs,",0.0,100.0,82.91
80,identificatory,c'est lui,a dòn,PRON AUX,a dòn,o ye ale de ye,ale de don,PRON AUX,PRON AUX PRON PART AUX,PRON PART AUX,100.0,9.62,15.62,1.0,0.0,0.0,False,False,False,1,0,0,100.0,66.21,39.35,,c'est le don,C'est lui,0.0,55.4,100.0
81,identificatory_neg,ce n'est pas lui,a tɛ,PRON AUX,o tɛ yé,o tɛ a ye,o tɛ ale de ye,PRON AUX AUX,PRON AUX PRON AUX,PRON AUX PRON PART AUX,33.55,40.7,32.69,0.0,-1.0,0.0,True,True,True,0,0,0,87.22,75.19,66.21,,ce n'est pas lui,ce n'est pas lui,0.0,100.0,100.0
82,identificatory,c'est nous,anw dòn,PRON AUX,o yé anw yé,an bɛ o de ye,o ye anw de ye,PRON AUX PRON AUX,NOUN AUX PRON PART AUX,PRON AUX PRON PART AUX,17.78,10.55,29.84,0.0,0.0,0.0,True,True,False,0,0,0,75.19,39.67,66.21,,c'est nous qui sommes,C'est ce que nous sommes.,0.0,77.81,41.56
83,deictique,Voilà la voiture,[voiture] félé,PUNCT PUNCT,wátiri félé,Nin ye mobili ye,Mobili in filɛ nin ye,PUNCT PUNCT,PRON AUX NOUN AUX,PUNCT X VERB PRON AUX,18.78,5.13,6.04,0.0,0.0,0.0,False,False,False,1,0,0,100.0,9.42,29.68,,Voici la voiture,C'est une voiture,0.0,64.33,37.1
84,deictique_plur,Voilà les voitures,[voiture]w félé,PUNCT PUNCT,wátiri félé,Nin ye mobiliw ye,Mobiliw filɛ nin ye,PUNCT PUNCT,PRON AUX NOUN AUX,PART VERB PRON AUX,18.81,5.95,8.19,0.0,0.0,0.0,False,False,False,1,0,0,100.0,9.42,7.58,,Voici les voitures,Ce sont des voitures,0.0,70.0,55.05
85,deictique,Voilà Musa,Musa félé,PUNCT PUNCT,Musa félé,O ye Musa ye.,Nin ye Musa ye,PUNCT PUNCT,PRON AUX PUNCT PUNCT,PRON AUX PROPN AUX,100.0,22.99,22.37,1.0,0.0,0.0,False,False,False,1,0,0,100.0,83.9,9.09,,C'est Moïse,C'était Moïse.,0.0,5.43,8.5
86,deictique,Voilà l'eau,jí félé,NOUN PUNCT,jí félé,Ji bɛ yan.,Ji filɛ nin ye,NOUN PUNCT,PROPN AUX PUNCT,PROPN VERB PRON AUX,100.0,0.0,4.76,1.0,0.0,0.0,False,True,False,1,0,0,100.0,35.4,8.01,,Voici l'eau,Il y a de l'eau ici.,0.0,42.17,31.07
87,interrogative,Parles-tu bambara ?,i bɛ bambara kúma wà ?,PRON AUX X NOUN PART PUNCT,i bɛ bambara kúma wà ?,I bɛ bambara fɔ wa?,Yala i bɛ bamanankan fɔ wa?,PRON AUX X NOUN PART PUNCT,PRON AUX X SCONJ PUNCT,SCONJ PRON AUX X SCONJ PUNCT,100.0,48.3,28.16,1.0,1.0,1.0,True,True,True,1,0,0,100.0,44.89,43.36,,Parles-tu anglais?,Est-ce que tu parles comme un fou ?,0.0,46.98,25.38
88,interrogative_motion,Allez-vous au marché ?,[vous] bɛ wá súgu la wà ?,NOUN AUX PART NOUN ADP PART PUNCT,aw bɛ wá súgu la wà ?,Aw bɛ taa lɔgɔfiyɛ la wa?,Yala i bɛ taa sugu la wa?,PRON AUX PART NOUN ADP PART PUNCT,PRON AUX VERB NOUN ADP CCONJ,SCONJ PRON AUX VERB NOUN ADP CCONJ,66.49,10.66,19.54,1.0,1.0,1.0,True,True,True,0,0,0,88.31,29.0,28.48,,Allez-vous au marché ?,Est-ce que vous allez à la place publique?,0.0,100.0,27.81
89,interrogative_question_marker,Est-ce que ça va vraiment bien ?,o bɛ wá kóɲuman nɛ̀fɛ wà ?,PRON AUX PART PUNCT PUNCT PART PUNCT,Yala o bɛ wá yɛ̀rɛ kóɲuman wà ?,Yala i bɛ ko ɲuman kɛ wa?,Yala o tɛ baasi ye tiɲɛ na wa?,SCONJ PRON AUX CCONJ DET PUNCT PART PUNCT,SCONJ PRON AUX NOUN ADJ VERB PUNCT,SCONJ PRON AUX NOUN AUX NOUN ADP PUNCT,45.04,21.27,7.28,1.0,0.0,0.0,True,True,True,0,0,0,60.64,29.09,30.16,,N'est-ce pas vraiment bien ?,Est-ce que tu fais le bien?,0.0,60.49,42.07
90,interrogative_question_marker,Est-ce que tes frères et sœurs sont ici ?,Yala i bálimakɛw ni i balimamusow bɛ yàn wà ?,SCONJ PRON X X PRON NOUN AUX ADV PART PUNCT,Yala i bálimakɛw ni bádenmaw bɛ yàn wà ?,I balimakɛw ni i balimamusow bɛ yan wa?,Yala i balimakɛw ni i balimamusow bɛ yan wa?,SCONJ PRON X ADP NOUN AUX ADV PART PUNCT,PRON X X PRON NOUN AUX ADV PUNCT,SCONJ PRON X X PRON NOUN AUX ADV PUNCT,63.18,69.47,76.16,1.0,0.7,0.8,True,True,True,0,0,0,77.29,69.76,83.83,,Vos frères et sœurs sont-ils ici ?,Est-ce que tes frères et tes sœurs sont ici?,0.0,59.34,89.7
91,interrogative_alternative,Tu veux du poisson ou bien tu veux de la viande ?,i bɛ jɛ́gɛ ŋàniya wàwá i bɛ sògo ŋàniya ?,PRON AUX NOUN PUNCT PART PRON AUX NOUN VERB PUNCT,i bɛ jɛ́gɛ ŋàniya wàlima i bɛ sògo ŋàniya ?,I b'a fɛ jɛgɛ wala sogo?,Yala i b’a fɛ ka jɛgɛ sɔrɔ wa walima i b’a fɛ ka sogo sɔrɔ?,PRON AUX NOUN PUNCT X PRON AUX NOUN VERB PUNCT,PRON X ADP NOUN NUM PUNCT,SCONJ PRON X ADP AUX NOUN VERB PART X PRON X ADP AUX NOUN PUNCT,83.23,10.33,12.62,0.583,0.0,0.0,True,False,False,0,0,0,83.76,19.07,61.12,,Voulez-vous du poisson ou voulez-vous du poulet ?,Voulez-vous du poisson ou de la viande?,0.0,29.7,51.16
92,interrogative_alternative,Tu veux des arachides ou bien tu veux des patates douces ?,i bɛ tìgan ŋàniya wàwá i bɛ [patate douce] ŋàniya ?,PRON AUX PUNCT PUNCT PART PRON AUX PUNCT PUNCT ADV PUNCT,i bɛ kàntìgɛw ŋàniya wàlima i bɛ wóso sánujilama ŋàniya ?,I b'a fɛ pikirifɛn dɔw ye wa? Walima i b'a fɛ patata duman dɔw ye wa?,Yala aw b’a fɛ ka manje sɔrɔ walima aw b’a fɛ ka pɔmitɛri sɔrɔ?,PRON AUX PUNCT PUNCT X PRON AUX NUM PUNCT ADV PUNCT,PRON X ADP X NOUN AUX X X PRON X ADP PUNCT ADJ NOUN AUX PUNCT,SCONJ PRON X ADP ADP PUNCT VERB X PRON X ADP ADP PUNCT PUNCT,35.25,15.5,8.2,0.571,0.0,0.0,True,False,False,0,0,0,70.16,39.42,36.15,,Voulez-vous des cacahuètes ou voulez-vous des patates douces ?,Est-ce que vous voulez des légumes? Est-ce que vous voulez des pommes de terre fraîches?,0.0,42.29,18.95
93,interrogative,il mange ?,a bɛ dún wà ?,PRON AUX VERB PART PUNCT,a bɛ dúnli kɛ wà ?,A bɛ dumuni kɛ wa?,a bɛ dumuni kɛ wa?,PRON AUX NOUN VERB PART PUNCT,PRON AUX NOUN VERB PUNCT,PRON AUX NOUN VERB PUNCT,55.92,17.46,23.78,1.0,1.0,1.0,True,True,True,0,0,0,80.93,51.07,51.07,,est-ce qu'il mange ?,Est-ce qu'il mange quelque chose?,0.0,74.64,48.22
94,interrogative,tu as de l'argent ?,wárí bɛ i bóló wà ?,NOUN AUX PRON ADP PART PUNCT,wári bɛ i fɛ wà ?,wari bɛ i fɛ wa?,wari b' aw bolo wa ?,NOUN AUX PRON ADP PART PUNCT,NOUN AUX PRON ADP PUNCT,X AUX PRON ADP PART PUNCT,24.6,13.98,10.65,1.0,1.0,0.0,True,True,False,1,0,0,100.0,74.45,82.79,,as-tu de l'argent ?,Avez-vous de l'argent avec vous?,0.0,73.05,58.63
95,interrogative,elle est à la maison ?,a bɛ so la wà ?,PRON AUX NOUN ADP PART PUNCT,a bɛ só wà ?,A bɛ so kɔnɔ wa?,Yala a bɛ so kɔnɔ wa?,PRON AUX NOUN PART PUNCT,PRON AUX NOUN ADP PUNCT,SCONJ PRON AUX NOUN ADP PUNCT,30.95,22.76,33.41,1.0,1.0,1.0,True,True,True,0,0,0,74.45,74.45,70.87,,Est-il dans la pièce ?,Est-ce qu'il est à la maison?,0.0,15.81,69.33
96,interrogative_modal_xcomp,peut-il manger de la viande ?,a bɛ se ka sògo dún wà ?,PRON AUX VERB AUX NOUN VERB PART PUNCT,a bɛ se ka sògo dún wà ?,A bɛ se ka sogo dun wa?,a bɛ se ka sogo dun wa ?,PRON AUX VERB AUX NOUN VERB PART PUNCT,PRON AUX VERB AUX NOUN VERB PUNCT,PRON AUX VERB AUX NOUN VERB PART PUNCT,100.0,41.15,47.17,1.0,1.0,1.0,True,True,True,1,0,1,100.0,82.03,100.0,,peut-il manger de la viande ?,Est-ce qu'il peut manger de la viande?,0.0,100.0,72.67
97,content_question_who,Qui fait la bagarre ?,jɔn bɛ bìlen dími ?,NOUN AUX PART VERB PUNCT,jɔn bɛ káta bùnaki ?,Jɔn bɛ kɛlɛ kɛ?,Jɔn de bɛ kɛlɛ in kɛ?,NOUN AUX PUNCT ADV PUNCT,PROPN AUX NOUN PUNCT,PROPN PART AUX NOUN DET PUNCT,23.75,14.83,14.49,1.0,1.0,1.0,True,True,True,0,0,0,46.72,32.94,36.35,,Qui mène la guerre ?,Qui est celui qui combat?,0.0,21.89,13.39
98,content_question_who_inversion,Qui aimez-vous ?,[vous] bɛ jɔn kànu ?,NOUN AUX X ADP PUNCT,aw bɛ jɔn kànuya ?,I bɛ jɔni kanu?,I bɛ jɔn kanu?,PRON AUX X ADP PUNCT,PRON AUX PRON PUNCT,PRON AUX X ADP,49.81,26.19,33.62,1.0,0.0,1.0,True,True,True,0,0,0,78.45,31.47,45.17,,Qui aimes-tu ?,Qui est celui que tu aimes?,0.0,43.98,22.54
99,content_question_who_inversion,Qui aiment-ils ?,[ils] bɛ jɔn kànu ?,NOUN AUX X ADP PUNCT,u bɛ jɔn kànuya ?,U bɛ jɔn kanu?,U bɛ jɔn kanu?,PRON AUX X ADP PUNCT,PRON AUX X ADP,PRON AUX X ADP,53.91,35.79,35.79,1.0,1.0,1.0,True,True,True,0,0,0,78.45,45.17,45.17,,Qui aiment-ils ?,Qui est celui qu'ils aiment?,0.0,100.0,38.85
100,content_question_what,Tu manges quoi ?,i bɛ mún dún ?,PRON AUX PRON VERB PUNCT,i bɛ mún dún ?,I bɛ mun dun?,Aw bɛ mun dun?,PRON AUX PRON VERB PUNCT,PRON AUX PRON PUNCT,PRON AUX PRON PUNCT,100.0,21.16,20.72,1.0,1.0,0.0,True,True,True,1,0,0,100.0,64.45,64.45,,Que manges-tu ?,Que mangez-vous ?,0.0,40.67,29.77
101,content_question_what,Tu veux quoi ?,i bɛ mún ŋàniya ?,PRON AUX PRON VERB PUNCT,i bɛ mún ŋàniya ?,I bɛ mun de fɛ?,E bɛ mun fɛ ?,PRON AUX PRON VERB PUNCT,PRON AUX PRON PART VERB,NOUN AUX PRON ADP PUNCT,100.0,11.06,11.44,1.0,1.0,1.0,True,True,True,1,0,0,100.0,59.2,49.39,,Que veux-tu ?,Que veux-tu de moi?,0.0,27.76,32.74
102,content_question_what,il mange quoi ?,a bɛ mún dún ?,PRON AUX PRON VERB PUNCT,a bɛ mún dún ?,A bɛ mun dun?,a bɛ mun dun ?,PRON AUX PRON VERB PUNCT,PRON AUX PRON PUNCT,PRON AUX PRON VERB PUNCT,100.0,21.16,29.14,1.0,1.0,1.0,True,True,True,1,0,1,100.0,64.45,100.0,,que mange-t-il ?,Qu'est-ce qu'elle mange ?,0.0,32.55,28.68
103,content_question_where,Où allez-vous ?,[vous] bɛ wá mín ?,NOUN AUX CCONJ VERB PUNCT,aw bɛ wá mín ?,Aw bɛ taa min?,I bɛ taa min ?,PRON AUX CCONJ VERB PUNCT,PRON AUX VERB PUNCT,PRON AUX VERB X PUNCT,50.15,10.15,9.05,1.0,0.0,1.0,True,True,True,0,0,0,84.44,47.05,32.42,,Où vas-tu ?,Où allez-vous ?,0.0,12.42,100.0
104,content_question_where,où est Musa ?,Musa bɛ mín ?,PROPN AUX VERB PUNCT,Musa bɛ mín ?,Musa bɛ min?,Musa bɛ min ?,PROPN AUX VERB PUNCT,PROPN AUX PUNCT,PROPN AUX VERB PUNCT,100.0,62.9,62.9,1.0,1.0,1.0,True,True,True,1,0,1,100.0,56.15,100.0,,Où est Moïse ?,Où est Moïse?,0.0,45.79,45.79
105,content_question_when,Quand viens-tu ?,i bɛ nà túma jùmɛn ?,PRON AUX VERB NOUN DET PUNCT,i bɛ nà túma jùmɛn ?,I bɛ na waati jumɛn?,I bɛ na tuma jumɛn?,PRON AUX VERB NOUN DET PUNCT,PRON AUX ADP PUNCT PUNCT,PRON AUX ADP NOUN ADP,100.0,23.08,27.07,1.0,1.0,1.0,True,True,True,1,0,0,100.0,42.02,32.27,,Quand viens-tu ?,Quand donc viendras-tu?,0.0,100.0,47.49
106,content_question_when,quand pars-tu ?,i bɛ táa túma jùmɛn ?,PRON AUX VERB NOUN DET PUNCT,i bɛ táa túma jùmɛn ?,I bɛ taa waati jumɛn?,i bɛ taa tuma jumɛn ?,PRON AUX VERB NOUN DET PUNCT,PRON AUX VERB PUNCT PUNCT,PRON AUX VERB NOUN DET PUNCT,100.0,23.71,32.06,1.0,1.0,1.0,True,True,True,1,0,1,100.0,60.92,100.0,,quand pars-tu ?,Tu vas quand ?,0.0,100.0,30.54
107,content_question_why,Pourquoi pleures-tu ?,i bɛ kàsi mún kósɔn ?,PRON AUX VERB PRON VERB PUNCT,i bɛ kàsi mún kósɔn ?,Mun y'a to i bɛ kasi?,Mun na i bɛ kasi?,PRON AUX VERB PRON VERB PUNCT,PRON AUX VERB PRON AUX PUNCT,PRON X PRON AUX PUNCT,100.0,16.44,18.2,1.0,1.0,1.0,True,True,True,1,0,0,100.0,69.58,41.36,,Pourquoi pleures-tu ?,Pourquoi pleures-tu?,0.0,100.0,100.0
108,content_question_why,pourquoi il mange ?,a bɛ dún mún kósɔn ?,PRON AUX VERB PRON VERB PUNCT,a bɛ dúnli kɛ mún kósɔn ?,Mun na a bɛ dumuni kɛ?,mun na a bɛ dumuni kɛ?,PRON AUX NOUN VERB PRON VERB PUNCT,PRON VERB PRON AUX NOUN PUNCT,PRON VERB PRON AUX NOUN PUNCT,73.08,18.13,18.13,1.0,1.0,1.0,True,True,True,0,0,0,84.52,68.06,68.06,,pourquoi mange-t-il ?,Pourquoi mange-t-il?,0.0,58.67,58.67
109,content_question_how,Comment t'appelles-tu ?,i bɛ kánbìla cógo dǐ ?,PRON AUX X NOUN VERB PUNCT,i bɛ kánbìla cógo dǐ ?,I tɔgɔ bɛ di?,I tɔgɔ bɛ di ?,PRON AUX X NOUN VERB PUNCT,PRON NOUN AUX PUNCT,PRON NOUN AUX VERB PUNCT,100.0,7.55,7.55,1.0,1.0,1.0,True,True,True,1,0,0,100.0,39.02,59.47,,Quel est ton nom ?,Quel est ton nom ?,0.0,14.78,14.78
110,content_question_how,Comment cela se fait-il ?,o bɛ dími cógo dǐ ?,PRON AUX VERB NOUN VERB PUNCT,a bɛ kùnnasìri cógo dǐ ?,O bɛ kɛ cogo di?,O bɛ kɛ cogo di?,PRON AUX DET NOUN VERB PUNCT,PRON AUX VERB NOUN PUNCT,PRON AUX VERB NOUN PUNCT,46.35,16.43,16.43,1.0,1.0,1.0,True,True,True,0,0,0,70.28,71.59,71.59,,Comment cela se produit-il ?,Comment cela se fait-il?,0.0,72.27,100.0
111,content_question_which_noun,Quelle femme ?,númanfɛlaka jùmɛn ?,NOUN VERB PUNCT,númanfɛlaka jùmɛn ?,Muso jumɛn?,Muso jumɛn?,NOUN VERB PUNCT,PROPN VERB,PROPN VERB,100.0,12.54,12.54,1.0,0.0,0.0,False,False,False,1,0,0,100.0,26.09,26.09,,Quelle femme ?,Quelle femme ?,0.0,100.0,100.0
112,content_question_which,Tu veux quelle maison ?,i bɛ só jùmɛn ŋàniya ?,PRON AUX NOUN DET VERB PUNCT,i bɛ só jùmɛn ŋàniya ?,I bɛ so jumɛn fɛ?,I b’a fɛ ka so jumɛn de fɛ?,PRON AUX NOUN DET VERB PUNCT,PRON AUX NOUN DET ADP,PRON X ADP ADP NOUN DET PART VERB,100.0,14.96,11.6,1.0,1.0,0.0,True,True,False,1,0,0,100.0,60.04,41.58,,Quelle maison préférez-vous ?,Quelle est ta maison?,0.0,55.92,49.16
113,content_question_how_much,Ça coûte combien ?,wárí jóli bɛ à la ?,PART PRON AUX PRON ADP PUNCT,o bɛ jóli jàte ?,A bɛ wari joli di?,A musaka ye joli ye?,PRON AUX PRON VERB PUNCT,PRON AUX X PRON PUNCT,PRON X AUX PRON PUNCT,19.54,13.28,7.03,0.333,0.0,0.0,True,True,False,0,0,0,54.94,46.47,43.01,,Combien ça coûte?,Combien d'argent donne-t-il ?,0.0,70.64,34.53
114,content_question_how_much,tu as combien d'enfants ?,dɔgɔ jóli bɛ i fɛ ?,NOUN NOUN AUX PRON ADP PUNCT,dénw jóli bɛ i fɛ ?,Den joli bɛ i fɛ?,den joli b' aw bolo ?,NOUN PRON AUX PRON ADP PUNCT,PROPN NOUN AUX PRON VERB,NOUN PRON VERB PRON ADP PUNCT,65.61,48.66,10.78,1.0,1.0,0.0,True,True,False,0,0,0,73.93,49.58,54.48,,combien d'enfants as-tu ?,Combien d'enfants avez-vous?,0.0,77.54,72.82
115,simple,je mange du riz,n bɛ màlo dún,PRON AUX AUX PART,n bɛ iri dún,ne bɛ dumuni kɛ,N bɛ tiga dun,PRON AUX X PART,PRON AUX NOUN VERB,PRON AUX X PART,22.05,11.39,8.52,1.0,0.0,1.0,True,True,True,0,0,0,59.69,39.45,59.69,,je mange du riz,j'ai mangé,0.0,100.0,19.11
116,simple,tu bois de l'eau,i bɛ jí mìn,PRON AUX NOUN DET,i bɛ jí jí,i bɛ ji min,aw bɛ ji min,PRON AUX NOUN NOUN,PRON AUX NOUN DET,PRON AUX NOUN DET,40.45,28.53,19.51,0.833,1.0,0.0,True,True,True,0,1,1,72.05,100.0,100.0,,tu bois de l'eau,tu bois de l'eau,0.0,100.0,100.0
117,simple,il parle bambara,a bɛ bambara kúma,PRON AUX X PUNCT,a bɛ bambara kúma,a bɛ bambara fɔ,a bɛ bamanankan fɔ,PRON AUX X PUNCT,PRON AUX X PUNCT,PRON AUX X PUNCT,100.0,66.78,34.32,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,il parle le bambara,il parle en bambara,0.0,86.59,72.98
118,simple,elle chante,a bɛ donkili dón,PRON AUX NOUN AUX,a bɛ lábalimali kɛ,a bɛ dɔnkili la,a bɛ dɔnkili da,PRON AUX NOUN VERB,PRON AUX NOUN ADP,PRON AUX NOUN VERB,14.2,36.32,46.31,1.0,1.0,1.0,True,True,True,0,0,0,72.05,82.21,72.05,,il chante la chanson,il est en train de chanter,0.0,41.56,49.06
119,simple_plur,nous travaillons,anw bɛ báara la,PRON AUX PROPN ADP,anw bɛ báara la,an bɛ baara kɛ,an bɛ baara kɛ,PRON AUX PROPN ADP,NOUN AUX X VERB,NOUN AUX X VERB,100.0,23.83,23.83,1.0,0.0,0.0,True,True,True,1,0,0,100.0,15.98,15.98,,nous travaillons,nous travaillons,0.0,100.0,100.0
120,simple_plur,ils mangent du riz,ùw bɛ màlo dún,NOUN AUX AUX PART,u bɛ iri dún,u bɛ roso dun,u bɛ tiga dun,PRON AUX X PART,PRON AUX X PART,PRON AUX X PART,15.01,11.12,7.87,1.0,0.0,0.0,True,True,True,0,0,0,35.15,35.15,35.15,,ils mangent du riz,ils mangent du riz,0.0,100.0,100.0
121,simple_neg,je ne mange pas,n tɛ dún,PRON AUX PART,n tɛ dúnli kɛ,ne tɛ dumuni kɛ,N tɛ dumuni kɛ,PRON AUX NOUN VERB,PRON AUX NOUN VERB,PRON AUX NOUN VERB,79.46,20.19,18.44,1.0,0.0,1.0,True,True,True,0,0,0,47.99,47.99,47.99,,je ne mange pas,je ne mange pas,0.0,100.0,100.0
122,simple_neg,il ne parle pas bambara,a tɛ bambara kúma,PRON AUX X PUNCT,a tɛ bambara kúma,a tɛ bambara fɔ,a tɛ bamanankan fɔ,PRON AUX X PUNCT,PRON AUX PRON PUNCT,PRON AUX X PUNCT,100.0,66.78,34.32,1.0,1.0,1.0,True,True,True,1,0,1,100.0,61.02,100.0,,il ne parle pas anglais,il ne parle pas en arabe,0.0,58.87,63.45
123,volitif,je veux manger,n bɛ dún fɛ,PRON AUX PART ADP,n bɛ ŋàniya ka dúnli kɛ,ne b'a fɛ ka dumuni kɛ,N b'a fɛ ka dumuni kɛ,PRON AUX X X NOUN VERB,PRON X ADP AUX NOUN VERB,PRON NOUN ADP AUX NOUN VERB,23.26,13.8,12.36,1.0,0.0,1.0,True,False,False,0,0,0,37.04,28.27,28.25,,Je veux manger la nourriture,J'ai envie de manger,0.0,79.6,36.64
124,volitif,il veut partir,a bɛ táa fɛ,PRON AUX VERB ADP,a bɛ ŋàniya ka táa,a b'a fɛ ka taa,a b'a fɛ ka taa,PRON AUX X AUX VERB,PRON X ADP AUX VERB,PRON X ADP AUX VERB,23.64,20.74,20.74,1.0,1.0,1.0,True,False,False,0,0,0,67.96,57.22,57.22,,il veut y aller,Il veut partir.,0.0,37.46,97.88
125,volitif_neg,je ne veux pas manger,n tɛ dún fɛ,PRON AUX PRON ADP,n tɛ ŋàniya ka dúnli kɛ,ne t'a fɛ ka dumuni kɛ,N t'a fɛ ka dumuni kɛ,PRON AUX PRON X NOUN VERB,PRON X ADP AUX NOUN VERB,PRON NOUN ADP AUX NOUN VERB,23.26,13.8,12.36,1.0,0.0,1.0,True,False,False,0,0,0,66.35,29.3,31.8,,je ne veux pas manger,Je ne veux pas manger.,0.0,100.0,98.62
