#,categorie,phrase_fr,bambara_attendu,bambara_obtenu,statut,french_pos_tree,bambara_pos_tree
189,reported_comparative,les bambara disent que la raison de la venue de quelqu'un est plus importante que soi-même,bambaraw bɛ fɔ ko mɔ̀gɔ dɔ jɔ̀kun ka kólogirinman ka tɛmɛ yɛrɛ kan,bambaraw ko mɔ̀gɔ dɔ ka nàkun ka kólogirinman ka tɛmɛ yɛrɛ kan,FAIL,,NOUN ADP NOUN NOUN AUX NOUN AUX NOUN AUX NOUN NOUN NOUN
190,optatif,que tu viennes,i ka nà,i ka nà,PASS,,PRON AUX NOUN
191,optatif,que Moussa mange,Moussa ka dún,Moussa ka dúnli kɛ,FAIL,,PROPN AUX VERB ADP
192,optatif_coi,que Dieu t'aide,Ala ka i dɛmɛ,Dieu ka bólodɛ̀mɛ kɛ i ma,FAIL,,PROPN AUX NOUN ADP PRON AUX
193,venir_de_propn,Je viens de Bamako,n bɔra Bamako,n bɛ bɔ Bamako,FAIL,,PRON AUX NOUN PROPN
194,venir_de_noun,Je viens de l'école,n bɔra kàlankɛyɔrɔ la,n bɛ bɔ kàlankɛyɔrɔ la,FAIL,,PRON AUX NOUN NOUN ADP
195,venir_de_verbe,Je viens de manger,n bɔra ka dumuni kɛ,n bɔra ka dumuni kɛ,PASS,,PRON VERB AUX NOUN ADP
196,venir_de_verbe,Il vient de partir,a bɔra ka táa,a bɔra ka táa,PASS,,PRON VERB AUX NOUN
197,conj_avec_locatif,elle alla au village et demande des infos,a yé wá dùgu la wa a yé ɛnfo ɲɛ́juguya,a wára wa a yé ɛnfo ɲɛ́juguya dùgu la,FAIL,,PRON VERB NOUN PRON AUX NOUN NOUN NOUN ADP
198,verb_serial_conj,elle alla trouver et demande des informations,a táara ɲɛ́sɔ̀rɔ wa a yé kùnnafoniw ɲɛ́juguya,a wára ɲɛ́sɔ̀rɔli kɛ wa a bɛ kùnnafoni ɲɛ́juguya,FAIL,,PRON VERB VERB ADP NOUN PRON AUX NOUN NOUN
199,comitative_motion,il est venu avec moi,a nàra ni n yé,a nàra ni n yé,PASS,,PRON VERB ADP PRON AUX
200,comitative_travail,elle travaille avec lui,a bɛ báara ni a yé,a bɛ báara la ni a yé,FAIL,,PRON AUX VERB ADP ADP PRON AUX
201,comitative_adj,Il est venu avec une dentition complète,a nàra ni dákolon dafaleninman yé,a nàra ni dákolon kɔ́nbilen yé,FAIL,,PRON VERB ADP NOUN NOUN AUX
202,temporal_np_depuis,Depuis quelques mois,kabini sélidenninkalow dɔw,kabini sélidenninkalow damadɔw,FAIL,,NOUN NOUN NOUN
203,temporal_np_depuis,depuis quelques jours,kabini tilew dɔw,kabini dóngòw damadɔw,FAIL,,NOUN NOUN NOUN
204,temporal_np_depuis,depuis quelques années,kabini sanw dɔw,kabini sànw damadɔw,FAIL,,NOUN NOUN NOUN
205,ccomp_interrogative,sais-tu que je suis un enfant ?,i bɛ dɔ́n ko n yé dén yé wà ?,i bɛ dɔ́n ko n yé dén yé wà ?,PASS,,PRON AUX NOUN ADP PRON AUX NOUN AUX CCONJ
206,ccomp_savoir,je sais que tu es mon ami,n bɛ dɔ́n ko i yé n terikɛ yé,n bɛ dɔ́n ko i yé téri yé,FAIL,,PRON AUX NOUN ADP PRON AUX NOUN AUX
207,ccomp_savoir_locatif,ils savent que nous sommes ici,ùw bɛ dɔ́n ko anw bɛ yàn,u bɛ dɔ́n ko anw bɛ yàn,FAIL,,PRON AUX NOUN ADP PRON AUX NOUN
208,ccomp_dire,il dit qu'il mange,a ko a bɛ dún,a ko a bɛ dúnli kɛ,FAIL,,PRON ADP PRON AUX VERB ADP
209,ccomp_dire_qualitative,ils disent que la route est longue,ùw ko sìra ka télé,u ko síraden ka búlubulu,FAIL,,PRON ADP NOUN AUX NOUN
210,ccomp_dire_passe,elle a dit que Musa est parti,a yé fɔ ko Musa fáɲira,a láfɔra ko Musa táara,FAIL,,PRON VERB ADP PROPN VERB
211,modal_pouvoir,nous pouvons partir,anw bɛ se ka táa,anw bɛ se ka táa,PASS,,PRON AUX NOUN AUX NOUN
212,modal_pouvoir_neg,il ne peut pas manger,a tɛ se ka dún,a tɛ se ka dúnli kɛ,FAIL,,PRON AUX NOUN AUX VERB ADP
213,modal_pouvoir,elle peut venir,a bɛ se ka nà,a bɛ se ka nà,PASS,,PRON AUX NOUN AUX NOUN
214,modal_pouvoir_neg,tu ne peux pas partir,i tɛ se ka táa,i tɛ se ka táa,PASS,,PRON AUX NOUN AUX NOUN
215,past_intransitive_neg,ils ne sont pas arrivés,ùw ma se,u ma sé,FAIL,,PRON AUX NOUN
216,past_intransitive_neg,il n'est pas tombé,a ma bɛn,a ma wɔ̀lɔwɔlɔ,FAIL,,PRON AUX NOUN
217,past_intransitive_neg,elle n'est pas venue,a ma nà,a ma nà,PASS,,PRON AUX NOUN
218,habitude_neg,elle ne mangeait pas,a tùn tɛ dún,a tùn tɛ dúnli kɛ,FAIL,,PRON AUX AUX VERB ADP
219,habitude_neg_plur,nous ne parlions pas bambara,anw tùn tɛ bambara kúma,anw tùn tɛ bambara kúma,PASS,,PRON AUX AUX VERB NOUN
220,passe_anterieur_neg,il n'avait pas mangé,a tùn ma dún,a tùn ma dúnli kɛ,FAIL,,PRON AUX AUX VERB ADP
221,rule1_conditional_question,"Si j'ai du courage, saurait-on ?","n bɛ gara dun, a mán se dun ?","ní dùsukolo bɛ n fɛ, a bɛ na dɔ́n wà ?",FAIL,,ADP NOUN AUX PRON NOUN PRON AUX AUX NOUN CCONJ
222,rule2_prohibitive_object,Ne mange pas le riz,kàna iri dún,kàna iri dún,PASS,,VERB NOUN NOUN
223,rule3_temporal_avoir_possessive,quand il eut ton appel,tuma min a yé i ka wéle ɲóro,tuma min a yé i wéle sɔrɔ,FAIL,,NOUN ADP PRON AUX PRON NOUN NOUN
224,rule4_temporal_passive,Quand cela fut fait,tuma min o tùn yògorolen dòn,tuma min o kùnnasìrira,FAIL,,NOUN ADP PRON VERB
225,rule5_fixed_phrase,Ainsi donc,ola sa,ola sa,PASS,,NOUN NOUN
226,rule6_restrictive,tu ne serais qu'un pleutre,i tɛ foyi yé ni sègɛ tɛ,i tɛ na kɛ foyi yé ni sègɛ tɛ,FAIL,,PRON AUX AUX ADP CCONJ AUX ADP NOUN AUX
227,rule7_quest_ce_que,Qu'est-ce qu'il pourrait t'arriver là-bas ?,mún bɛ ka sé i ma yèn jùkɔ́rɔw,mún bɛ se ka i sé yèn jùkɔ́rɔw ?,FAIL,,NOUN AUX NOUN AUX PRON NOUN NOUN NOUN
228,rule7_quest_ce_que_real_subject,Qu'est-ce qu'il peut faire ?,A bɛ se ka mun kɛ ?,a bɛ se ka mún lámákùn ?,FAIL,,PRON AUX NOUN AUX NOUN NOUN
229,rule8_relative_splitting,Toi qui prends l'ennemi vivant,i bɛ júgu ɲɛ́nama,i mìn bɛ júgu ɲɛ́nama mɔ́n,FAIL,,PRON NOUN AUX NOUN NOUN NOUN
230,rule9_valoir_peine_sov,cela vaut la peine de prendre un fusil,o bɛ buntu cɛ wà ka sàn,o bɛ sɛ̀gɛn fìnya ka gàtan mɔ́n,FAIL,,PRON AUX NOUN NOUN AUX NOUN NOUN
231,rule6_restrictive_adj,tu ne serais que jaloux,i tɛ foyi yé ni jiliya tɛ,i tɛ na kɛ foyi yé ni kèle tɛ,FAIL,,PRON AUX AUX ADP CCONJ AUX ADP NOUN AUX
232,refl_actif_passe,il s'est lavé,a yé a jó,a yé a jó,PASS,,PRON AUX PRON NOUN
233,refl_actif_present,elle se lave,a bɛ a jó,a bɛ a jó,PASS,,PRON AUX PRON NOUN
234,refl_actif_emphase,il s'est lavé lui même,a yé a yɛrɛ jó,a yé a yɛrɛ jó,PASS,,PRON AUX PRON NOUN NOUN
235,refl_accidentel_passe,il s'est blessé,a yé a yɛrɛ màjógin,a yé a yɛrɛ màjógin,PASS,,PRON AUX PRON NOUN NOUN
236,refl_posture_passe,il s'est assis,a yé a sìgi,a yé a sìgi,PASS,,PRON AUX PRON NOUN
237,refl_idiom_locatif,il s'est mis à pleurer,a yé a yɛrɛ bìla kàsi la,a yé a yɛrɛ bìla kàsi la,PASS,,PRON AUX PRON NOUN NOUN NOUN ADP
238,simple_iobj_present,Il me parle,a bɛ kúma n yé,a bɛ kúma n yé,PASS,,PRON AUX NOUN PRON AUX
239,verb_serial_dative_me,elle me donne un livre,a bɛ kìtabu di n ma,a bɛ kìtabu kelen di n ma,FAIL,,PRON AUX NOUN NOUN NOUN PRON AUX
240,content_question_modal_xcomp,Qu'est-ce qu'il pourrait faire ?,a bɛ se ka mún kɛ ?,a bɛ na se ka mún lámákùn ?,FAIL,,PRON AUX AUX NOUN AUX NOUN NOUN
241,future_have_material,Tu auras une voiture,móbili bɛ na i bóló,i bɛ na wátiri sɔrɔ,FAIL,,PRON AUX AUX NOUN NOUN
242,future_have_material,Elle aura de l'argent,wárí bɛ na a bóló,a bɛ na wári sɔrɔ,FAIL,,PRON AUX AUX NOUN NOUN
243,future_have_abstract,J'aurai un frère,bálimakɛ bɛ na n fɛ,n bɛ na bálimakɛ sɔrɔ,FAIL,,PRON AUX AUX NOUN NOUN
244,future_have_abstract,Il aura du succès,[succès] bɛ na a fɛ,a bɛ na táɲɛ sɔrɔ,FAIL,,PRON AUX AUX NOUN NOUN
245,future_have_abstract_plur,Nous aurons des enfants,dénw bɛ na anw fɛ,anw bɛ na dénw sɔrɔ,FAIL,,PRON AUX AUX NOUN NOUN
246,future_have_material_neg,ils n'auront pas de voiture,móbili tɛ na ùw bóló,u tɛ na wátiri sɔrɔ,FAIL,,PRON AUX AUX NOUN NOUN
247,past_transitive_avoir_eu,j'ai eu un mari,n yé cɛ sɔrɔ,n yé fúrucɛ sɔrɔ,FAIL,,PRON AUX NOUN NOUN
248,past_transitive_avoir_eu_plur,elle a eu des enfants,a yé dénw sɔrɔ,a yé dénw sɔrɔ,PASS,,PRON AUX NOUN NOUN
249,past_transitive_avoir_eu,tu as eu de la chance,i yé diyaɲɔgɔnya sɔrɔ,i yé tère sɔrɔ,FAIL,,PRON AUX NOUN NOUN
250,past_transitive_avoir_eu,il a eu un problème,a yé [problème] sɔrɔ,a yé báasi sɔrɔ,FAIL,,PRON AUX NOUN NOUN
251,past_transitive_avoir_eu_plur,nous avons eu des difficultés,anw yé [difficulté]w sɔrɔ,anw yé màgɛlɛyaw sɔrɔ,FAIL,,PRON AUX NOUN NOUN
252,past_have_material,j'avais une voiture,móbili tùn bɛ n bóló,wátiri tùn bɛ n bóló,FAIL,,NOUN AUX AUX PRON NOUN
253,past_have_material,il avait de l'argent,wárí tùn bɛ a bóló,wári tùn bɛ a fɛ,FAIL,,NOUN AUX AUX PRON NOUN
254,past_have_abstract_neg,elle n'avait pas de frère,bálimakɛ tùn tɛ a fɛ,bálimakɛ tùn tɛ a fɛ,PASS,,NOUN AUX AUX PRON NOUN
255,past_have_material_plur,nous avions un champ,foro tùn bɛ anw bóló,fòro tùn bɛ anw fɛ,FAIL,,NOUN AUX AUX PRON NOUN
256,past_have_abstract,tu avais de la chance,diyaɲɔgɔnya tùn bɛ i fɛ,tère tùn bɛ i fɛ,FAIL,,NOUN AUX AUX PRON NOUN
257,optatif_plur,Que Dieu vous bénisse,Ala ka aw dɛmɛ,Dieu ka aw dùbabu,FAIL,,PROPN AUX PRON NOUN
258,optatif,Qu'il vienne,a ka nà,a ka nà,PASS,,PRON AUX NOUN
259,optatif_plur,Qu'ils partent,ùw ka táa,u ka táa,FAIL,,PRON AUX NOUN
260,optatif_abs,Que la paix règne,lafiɲa ka kɛ,hɛ́rɛ ka wó,FAIL,,NOUN AUX NOUN
261,optatif,Que tu réussisses,i ka dɔngɛ,i ka ɲɛ̀,FAIL,,PRON AUX NOUN
262,optatif_plur,Que nous mangions ensemble,anw ka dún ɲɔgɔn fɛ,anw ka dúnli kɛ ánsanbulu,FAIL,,PRON AUX VERB ADP NOUN
263,conj_verb_present,il mange et boit,a bɛ dún wa a bɛ mìn,a bɛ dúnli kɛ wa jí,FAIL,,PRON AUX VERB ADP NOUN NOUN
264,conj_verb_present,elle chante et danse,a bɛ donkili dón wa a bɛ [danser],a bɛ lábalimali kɛ wa a bɛ dɔ̀n la,FAIL,,PRON AUX VERB ADP NOUN PRON AUX NOUN ADP
265,conj_verb_passe,il est venu et a mangé,a nàra wa a yé dún,a nàra wa a yé dúnli kɛ,FAIL,,PRON VERB NOUN PRON AUX VERB ADP
266,modal_pouvoir,tu peux manger,i bɛ se ka dún,i bɛ se ka dúnli kɛ,FAIL,,PRON AUX NOUN AUX VERB ADP
267,modal_pouvoir_neg,nous ne pouvons pas venir,anw tɛ se ka nà,anw tɛ se ka nà,PASS,,PRON AUX NOUN AUX NOUN
268,modal_pouvoir_plur,elles peuvent travailler,ùw bɛ se ka báara kɛ,u bɛ se ka báara kɛ,FAIL,,PRON AUX NOUN AUX VERB ADP
269,modal_pouvoir_past,il pouvait partir,a tùn bɛ se ka táa,a tùn bɛ se ka táa,PASS,,PRON AUX AUX NOUN AUX NOUN
270,modal_pouvoir_interrogative,peut-elle partir ?,a bɛ se ka táa wà ?,a bɛ se ka táa wà ?,PASS,,PRON AUX NOUN AUX NOUN CCONJ
271,modal_pouvoir_past_neg,il ne pouvait pas manger,a tùn tɛ se ka dún,a tùn tɛ se ka dúnli kɛ,FAIL,,PRON AUX AUX NOUN AUX VERB ADP
272,verb_serial_dative,il me donne de l'argent,a bɛ wárí di n ma,a bɛ wári di n ma,FAIL,,PRON AUX NOUN NOUN PRON AUX
273,simple_iobj,elle lui parle,a bɛ kúma a yé,a bɛ kúma a yé,FAIL,,PRON AUX NOUN
274,verb_serial_dative_plur,nous leur donnons du riz,anw bɛ màlo di ùw ma,anw bɛ iri di u ma,FAIL,,PRON AUX NOUN NOUN PRON AUX
275,verb_serial_dative,je te donne un livre,n bɛ kìtabu di i ma,n bɛ kìtabu kelen di i ma,FAIL,,PRON AUX NOUN NOUN NOUN PRON AUX
276,simple_iobj_plur,il nous parle,a bɛ kúma anw yé,a bɛ kúma anw yé,PASS,,PRON AUX NOUN PRON AUX
277,refl_posture_present,il se lève,a bɛ a tín,a bɛ láyɛ̀lɛn,FAIL,,PRON AUX PRON NOUN
278,refl_posture_passe,il s'est levé,a yé a tín,a láyɛ̀lɛnna,FAIL,,PRON AUX PRON NOUN
279,refl_accidentel_passe,elle s'est trompée,a yé a yɛrɛ tɔn,a ŋànamura,FAIL,,PRON VERB
280,refl_idiom_locatif,il s'est mis à travailler,a yé a yɛrɛ bìla báara la,a yé a yɛrɛ bìla báara la,PASS,,PRON AUX PRON NOUN NOUN VERB ADP
281,refl_actif_present,elle se regarde,a bɛ a yɛrɛ lajé,a bɛ a yɛrɛ fílɛ,FAIL,,PRON AUX PRON NOUN NOUN
282,refl_actif_present_plur,nous nous préparons,anw bɛ anw yɛrɛ labɛn,anw bɛ anw yɛrɛ fìri,FAIL,,PRON AUX PRON NOUN NOUN
283,refl_posture_present,elle se réveille,a bɛ a wuli,a bɛ màkúnu,FAIL,,PRON AUX PRON NOUN
284,imperative_locative,viens ici !,nà yàn,nà yàn,PASS,,NOUN NOUN
285,prohibitive_dem,ne fais pas ça !,kàna o kɛ,kàna o kùnnasìri,FAIL,,VERB PRON NOUN
286,imperative_iobj,aide-moi !,n dɛmɛ,n bólodɛ̀mɛ,FAIL,,PRON NOUN
287,prohibitive,ne pleure pas !,kàna kàsi,kàna kàsi,PASS,,VERB NOUN
288,imperative_adv,mange vite !,dún joona,dúnli kɛ súwɛ,FAIL,,VERB ADP NOUN
289,prohibitive_object,ne bois pas l'eau !,kàna jí mìn,kàna jí jí,FAIL,,VERB NOUN NOUN
290,prohibitive_object,ne mange pas la viande !,kàna sògo dún,kàna sògo dún,PASS,,VERB NOUN NOUN
291,interrogative_est_ce_que,Est-ce qu'il mange ?,Yala a bɛ dún wà ?,Yala a bɛ dúnli kɛ wà ?,FAIL,,PROPN PRON AUX VERB ADP CCONJ
292,interrogative_est_ce_que,Est-ce qu'elle travaille ?,Yala a bɛ báara la wà ?,a bɛ ko a bɛ báara kɛ wà ?,FAIL,,PRON AUX ADP PRON AUX VERB ADP CCONJ
293,interrogative_passe,a-t-il mangé ?,a yé dún wà ?,a yé dúnli kɛ wà ?,FAIL,,PRON AUX VERB ADP CCONJ
294,interrogative,Travailles-tu ?,i bɛ báara la wà ?,i bɛ báara la wà ?,PASS,,PRON AUX VERB ADP CCONJ
295,interrogative_past_intrans,est-il venu ?,a nàra wà ?,a nàra wà ?,PASS,,PRON VERB CCONJ
296,interrogative_est_ce_que_passe,Est-ce qu'ils sont arrivés ?,Yala ùw sera wà ?,Yala u séra wà ?,FAIL,,PROPN PRON VERB CCONJ
297,content_question_who_equative,Qui est-il ?,a yé jɔn yé ?,a yé jɔn yé ?,PASS,,PRON AUX NOUN AUX
298,content_question_what,Qu'est-ce que tu fais ?,i bɛ mún kɛ ?,i bɛ mún lámákùn ?,FAIL,,PRON AUX NOUN NOUN
299,content_question_when_passe,Quand est-il parti ?,a fáɲira túma jùmɛn ?,a táara túma jùmɛn ?,FAIL,,PRON VERB NOUN NOUN
300,content_question_why_neg,Pourquoi ne viens-tu pas ?,i tɛ nà mún kósɔn ?,i tɛ nà mún kósɔn ?,PASS,,PRON AUX NOUN NOUN NOUN
301,content_question_how_much,Combien coûte ce livre ?,wárí jóli bɛ nin kìtabu la ?,nin kìtabu in bɛ fàlen jóli ?,FAIL,,NOUN NOUN NOUN AUX NOUN VERB
302,content_question_who_passe,Qui a mangé ?,jɔn yé dún ?,jɔn yé dúnli kɛ ?,FAIL,,NOUN AUX VERB ADP
303,relative_subject,La femme qui mange,númanfɛlaka mìn bɛ dún,númanfɛlaka mìn bɛ dúnli kɛ,FAIL,,NOUN NOUN AUX VERB ADP
304,relative_object,Le livre que j'ai acheté,kìtabu mìn n yé sàn,n yé kìtabu mìn sàn,FAIL,,PRON AUX NOUN NOUN NOUN
305,relative_subject_past,L'homme qui est parti,mɔ̀gɔ mìn fáɲira,mɔ̀gɔ mìn táara,FAIL,,NOUN NOUN VERB
306,relative_subject_present,L'enfant qui pleure,dén mìn bɛ kàsi,dén mìn bɛ kàsi,PASS,,NOUN NOUN AUX NOUN
307,relative_object_past,La maison que nous avons construite,so mìn anw yé lá,anw yé só mìn dílan,FAIL,,PRON AUX NOUN NOUN NOUN
308,ccomp_interrogative_passe,tu sais qu'il est parti ?,i bɛ dɔ́n ko a fáɲira wà ?,i bɛ dɔ́n ko a táara wà ?,FAIL,,PRON AUX NOUN ADP PRON VERB CCONJ
309,ccomp_dire_futur,elle dit qu'elle partira,a ko a bɛ na táa,a ko a bɛ na táa,PASS,,PRON ADP PRON AUX AUX NOUN
310,ccomp_locatif,nous savons qu'il est là,anw bɛ dɔ́n ko a bɛ yèn,anw bɛ dɔ́n ko a bɛ yèn,PASS,,PRON AUX NOUN ADP PRON AUX NOUN
311,ccomp_dire_neg,il dit qu'il ne mange pas,a ko a tɛ dún,a ko a tɛ dúnli kɛ,FAIL,,PRON ADP PRON AUX VERB ADP
312,ccomp_locatif,je sais que tu es là,n bɛ dɔ́n ko i bɛ yèn,n bɛ dɔ́n ko i bɛ yèn,PASS,,PRON AUX NOUN ADP PRON AUX NOUN
313,ccomp_dire_passe_ccomp,ils disent qu'il est venu,ùw ko a nàra,u ko a nàra,FAIL,,PRON ADP PRON VERB
314,ccomp_dire_passe_root,il a dit qu'il mangeait,a yé fɔ ko a bɛ dún,a yé láfɔ ko a tùn bɛ dúnli kɛ,FAIL,,PRON AUX NOUN ADP PRON AUX AUX VERB ADP
315,ccomp_dire_passe_root_plur,ils ont dit qu'il était parti,ùw yé fɔ ko a fáɲira,u tùn yé láfɔ ko a táara,FAIL,,PRON AUX AUX NOUN ADP PRON VERB
316,venir_de_noun_plur,Ils viennent du marché,u bɛ bɔ súgu la,u bɛ bɔ súgu la,PASS,,PRON AUX NOUN NOUN ADP
317,venir_de_noun,Elle vient de la mosquée,a bɛ bɔ sìlamɛdiinɛ la,a bɛ bɔ sìlamɛdiinɛ la,PASS,,PRON AUX NOUN NOUN ADP
318,venir_de_propn_plur,Nous venons de Bamako,anw bɛ bɔ Bamako,anw bɛ bɔ Bamako,PASS,,PRON AUX NOUN PROPN
319,venir_de_verbe,Elle vient de travailler,a bɔra ka báara kɛ,a bɔra ka báara kɛ,PASS,,PRON VERB AUX VERB ADP
320,venir_de_interrogative,tu viens d'où ?,i bɛ bɔ mín ?,i bɛ bɔ mín ?,PASS,,PRON AUX NOUN NOUN
321,comitative_plur_noun,il est venu avec ses enfants,a nàra ni a dénw yé,a nàra ni a ka dén yé,FAIL,,PRON VERB ADP PRON AUX NOUN AUX
322,comitative_action,je mange avec ma famille,n bɛ dún ni n dakɔrɔbaw yé,n bɛ dúnli kɛ ni n dénbaya yé,FAIL,,PRON AUX VERB ADP ADP PRON NOUN AUX
323,comitative_passe,il est parti avec ses amis,a fáɲira ni a terilaw yé,a táara ni a ka téri yé,FAIL,,PRON VERB ADP PRON AUX NOUN AUX
324,comitative_travail,elle travaille avec son mari,a bɛ báara ni a cɛ yé,a bɛ báara la ni a ka fúrucɛ yé,FAIL,,PRON AUX VERB ADP ADP PRON AUX NOUN AUX
325,rule2_prohibitive_object,Ne bois pas le lait,kàna nɔnɔ mìn,kàna nɔ́nɔ jí,FAIL,,VERB NOUN NOUN
326,rule2_prohibitive_dem,Ne prends pas ça,kàna o ta,kàna o mɔ́n,FAIL,,VERB PRON NOUN
327,rule6_restrictive,tu n'es qu'un enfant,i tɛ foyi yé ni dén tɛ,i tɛ kɛ foyi yé ni dén tɛ,FAIL,,PRON AUX ADP CCONJ AUX ADP NOUN AUX
328,rule6_restrictive,il n'est qu'un lâche,a tɛ foyi yé ni sègɛ tɛ,a tɛ kɛ foyi yé ni [lâche] tɛ,FAIL,,PRON AUX ADP CCONJ AUX ADP NOUN AUX
329,rule6_restrictive_adj,elle n'est que belle,a tɛ foyi yé ni ɲuman tɛ,a tɛ kɛ foyi yé ni bólolango tɛ,FAIL,,PRON AUX ADP CCONJ AUX ADP NOUN AUX
330,content_question_past,Qu'est-ce qu'il a fait ?,a yé mún kɛ ?,a yé mún kùnnasìri ?,FAIL,,PRON AUX NOUN NOUN
331,rule7_quest_ce_que_plur,Qu'est-ce que vous voulez ?,mún aw bɛ ŋàniya ?,aw bɛ mún ŋàniya ?,FAIL,,PRON AUX NOUN NOUN
332,rule8_relative_topic,L'homme que tu vois est mon ami,"i bɛ cɛ mìn yé, o yé n terikɛ yé","i bɛ mɔ̀gɔ mìn yé , o yé n téri yé",FAIL,,PRON AUX NOUN NOUN AUX PRON AUX PRON NOUN AUX
333,rule9_valoir_peine_neg,cela ne vaut pas la peine,o tɛ buntu cɛ wà,o tɛ sɛ̀gɛn lèle,FAIL,,PRON AUX NOUN NOUN
334,experiencer_faim,J'ai faim,kɔngɔ bɛ n la,kɔ́ngɔ bɛ n la,FAIL,,NOUN AUX PRON ADP
335,experiencer_soif,J'ai soif,jáabi bɛ n la,jíminnɔgɔ bɛ n la,FAIL,,NOUN AUX PRON ADP
336,experiencer_peur,il a peur,siran bɛ a la,a jàpapalen dòn,FAIL,,PRON NOUN ADP
337,experiencer_honte,elle a honte,maloya bɛ a la,a màlolen dòn,FAIL,,PRON NOUN ADP
338,experiencer_sommeil,j'ai sommeil,sùn bɛ n la,sùnɔgɔ bɛ n la,FAIL,,NOUN AUX PRON ADP
339,experiencer_froid,nous avons froid,sɛgi bɛ an la,nɛ́nɛ bɛ anw la,FAIL,,NOUN AUX PRON ADP
340,experiencer_chaud,tu as chaud,teliman bɛ i la,gòni bɛ i la,FAIL,,NOUN AUX PRON ADP
341,experiencer_faim_neg,je n'ai pas faim,kɔngɔ tɛ n la,kɔ́ngɔ tɛ n la,FAIL,,NOUN AUX PRON ADP
342,experiencer_peur_neg,il n'a pas peur,siran tɛ a la,a jàpapalen tɛ,FAIL,,PRON NOUN AUX
343,experiencer_pain_tete,j'ai mal à la tête,n horon bɛ n dimi,n kùn bɛ n dádigi,FAIL,,PRON NOUN AUX PRON NOUN
344,experiencer_pain_ventre,elle a mal au ventre,a kɔnɔ bɛ a dimi,a nàga bɛ a dádigi,FAIL,,PRON NOUN AUX PRON NOUN
345,experiencer_pain_pied,il a mal aux pieds,a sew bɛ a dimi,a jɔ̀lan bɛ a dádigi,FAIL,,PRON NOUN AUX PRON NOUN
346,freq_tous_les_jours,tous les jours,dón bɛɛ,dóngòw bɛɛ,FAIL,,NOUN NOUN
347,freq_chaque_jour,chaque jour,dón bɛɛ,dóngò ò dóngò,FAIL,,NOUN NOUN NOUN
348,freq_chaque_mois,chaque mois,kalo kelen kelen,sélidenninkalo ò sélidenninkalo,FAIL,,NOUN NOUN NOUN
349,freq_chaque_semaine,chaque semaine,dɔgɔkun kelen kelen,dɔ́gɔfurancɛ ò dɔ́gɔfurancɛ,FAIL,,NOUN NOUN NOUN
350,freq_chaque_annee,chaque année,san kelen kelen,sàn ò sàn,FAIL,,NOUN NOUN NOUN
351,freq_tous_les_matins,tous les matins,sɔgɔma bɛɛ,sɔ̀gɔmàw bɛɛ,FAIL,,NOUN NOUN
352,freq_tous_les_soirs,tous les soirs,wùlafɛ bɛɛ,fìtirimagɛnw bɛɛ,FAIL,,NOUN NOUN
353,freq_vient_tous_les_jours,il vient tous les jours,a bɛ nà dón bɛɛ,a bɛ nà dóngòw bɛɛ,FAIL,,PRON AUX NOUN NOUN NOUN
354,freq_mange_chaque_matin,elle mange chaque matin,a bɛ dún sɔgɔma bɛɛ,a bɛ dúnli kɛ ò sɔ̀gɔmà ò sɔ̀gɔmà,FAIL,,PRON AUX VERB ADP NOUN NOUN NOUN NOUN
355,freq_travaille_chaque_semaine,nous travaillons chaque semaine,an bɛ báara kɛ dɔgɔkun kelen kelen,anw bɛ báara la ò dɔ́gɔfurancɛ ò dɔ́gɔfurancɛ,FAIL,,PRON AUX VERB ADP NOUN NOUN NOUN NOUN
