#,categorie,phrase_fr,bambara_attendu,bambara_obtenu,statut,french_pos_tree,bambara_pos_tree
189,reported_comparative,les bambara disent que la raison de la venue de quelqu'un est plus importante que soi-même,bambaraw bɛ fɔ ko mɔ̀gɔ dɔ jɔ̀kun ka kólogirinman ka tɛmɛ yɛrɛ kan,bambaraw bɛ láfɔ ko mɔ̀gɔ dɔ ka nàkun ka kólogirinman ka tɛmɛ yɛrɛ kan,FAIL,,NOUN AUX NOUN ADP NOUN NOUN AUX NOUN AUX NOUN AUX NOUN NOUN NOUN
190,optatif,que tu viennes,i ka nà,i bɛ nà,FAIL,,PRON AUX NOUN
191,optatif,que Moussa mange,Moussa ka dún,Moussa bɛ dumuni kɛ,FAIL,,PROPN AUX NOUN ADP
192,optatif_coi,que Dieu t'aide,Ala ka i dɛmɛ,Dieu bɛ bólodɛ̀mɛ la,FAIL,,PROPN AUX NOUN ADP
193,venir_de_propn,Je viens de Bamako,n bɔra Bamako,n bɛ nà Bamako,FAIL,,PRON AUX NOUN PROPN
194,venir_de_noun,Je viens de l'école,n bɔra kàlankɛyɔrɔ la,n bɛ nà kàlankɛyɔrɔ,FAIL,,PRON AUX NOUN NOUN
195,venir_de_verbe,Je viens de manger,n bɔra ka dumuni kɛ,n bɔra ka dumuni kɛ,PASS,,PRON VERB AUX NOUN ADP
196,venir_de_verbe,Il vient de partir,a bɔra ka táa,a bɔra ka fáɲi,FAIL,,PRON VERB AUX NOUN
197,conj_avec_locatif,elle alla au village et demande des infos,a yé wá dùgu la wa a yé ɛnfo ɲɛ́juguya,a wára wa a yé ɛnfo ɲɛ́juguya dùgu la,FAIL,,PRON VERB NOUN PRON AUX NOUN NOUN NOUN ADP
198,verb_serial_conj,elle alla trouver et demande des informations,a táara ɲɛ́sɔ̀rɔ wa a yé kùnnafoniw ɲɛ́juguya,a wára kùnnafoniw ɲɛ́sɔ̀rɔ,FAIL,,PRON VERB NOUN NOUN
199,comitative_motion,il est venu avec moi,a nàra ni n yé,a nàra ni n yé,PASS,,PRON VERB ADP PRON AUX
200,comitative_travail,elle travaille avec lui,a bɛ báara ni a yé,a bɛ báara la ni a yé,FAIL,,PRON AUX VERB ADP ADP PRON AUX
201,comitative_adj,Il est venu avec une dentition complète,a nàra ni dákolon dafaleninman yé,a nàra ni dákolon yé,FAIL,,PRON VERB ADP NOUN AUX
202,temporal_np_depuis,Depuis quelques mois,kabini sélidenninkalow dɔw,sélidenninkalow,FAIL,,NOUN
203,temporal_np_depuis,depuis quelques jours,kabini tilew dɔw,dóngòw,FAIL,,NOUN
204,temporal_np_depuis,depuis quelques années,kabini sanw dɔw,sànw,FAIL,,NOUN
205,ccomp_interrogative,sais-tu que je suis un enfant ?,i bɛ dɔ́n ko n yé dén yé wà ?,i bɛ dɔ́n wà ?,FAIL,,PRON AUX NOUN CCONJ
206,ccomp_savoir,je sais que tu es mon ami,n bɛ dɔ́n ko i yé n terikɛ yé,n bɛ dɔ́n ko i yé téri yé,FAIL,,PRON AUX NOUN ADP PRON AUX NOUN AUX
207,ccomp_savoir_locatif,ils savent que nous sommes ici,ùw bɛ dɔ́n ko anw bɛ yàn,u bɛ dɔ́n ko anw bɛ kɛ,FAIL,,PRON AUX NOUN ADP PRON AUX ADP
208,ccomp_dire,il dit qu'il mange,a bɛ fɔ ko a bɛ dún,a bɛ láfɔ ko a bɛ dún,FAIL,,PRON AUX NOUN ADP PRON AUX NOUN
209,ccomp_dire_qualitative,ils disent que la route est longue,ùw bɛ fɔ ko sìra ka télé,u bɛ láfɔ ko síraden yé búlubulu yé,FAIL,,PRON AUX NOUN ADP NOUN AUX NOUN AUX
210,ccomp_dire_passe,elle dit que Musa est parti,a fɔra ko Musa fáɲira,a bɛ láfɔ ko Musa yé fáɲi,FAIL,,PRON AUX NOUN ADP PROPN AUX NOUN
211,modal_pouvoir,nous pouvons partir,anw bɛ se ka táa,anw bɛ se ka fáɲi,FAIL,,PRON AUX NOUN AUX NOUN
212,modal_pouvoir_neg,il ne peut pas manger,a tɛ se ka dún,a tɛ se ka dúnli kɛ,FAIL,,PRON AUX NOUN AUX VERB ADP
213,modal_pouvoir,elle peut venir,a bɛ se ka nà,a bɛ se ka nà,PASS,,PRON AUX NOUN AUX NOUN
214,modal_pouvoir_neg,tu ne peux pas partir,i tɛ se ka táa,i tɛ se ka fáɲi,FAIL,,PRON AUX NOUN AUX NOUN
215,past_intransitive_neg,ils ne sont pas arrivés,ùw ma se,u ma sé,FAIL,,PRON AUX NOUN
216,past_intransitive_neg,il n'est pas tombé,a ma bɛn,a ma wɔ̀lɔwɔlɔ,FAIL,,PRON AUX NOUN
217,past_intransitive_neg,elle n'est pas venue,a ma nà,a ma nà,PASS,,PRON AUX NOUN
218,habitude_neg,elle ne mangeait pas,a tùn tɛ dún,a tùn tɛ dumuni kɛ,FAIL,,PRON AUX AUX NOUN ADP
219,habitude_neg_plur,nous ne parlions pas bambara,anw tùn tɛ bambara kúma,anw tùn tɛ bambara kúma,PASS,,PRON AUX AUX VERB NOUN
220,passe_anterieur_neg,il n'avait pas mangé,a tùn ma dún,a ma dumuni kɛ,FAIL,,PRON AUX NOUN ADP
221,rule1_conditional_question,"Si j'ai du courage, saurait-on ?","n bɛ gara dun, a mán se dun ?","ní dùsukolo bɛ n fɛ, a bɛ na dɔ́n wà ?",FAIL,,ADP NOUN AUX PRON NOUN PRON AUX AUX NOUN CCONJ
222,rule2_prohibitive_object,Ne mange pas le riz,kàna iri dún,kàna iri dún,PASS,,VERB NOUN NOUN
223,rule2_prohibitive_no_object,ne mange pas !,kàna dúnli kɛ,kàna dúnli kɛ,PASS,,VERB VERB ADP
224,rule3_temporal_avoir_possessive,quand il eut ton appel,tuma min a yé i ka wéle ɲóro,tuma min a yé wéle sɔrɔ,FAIL,,NOUN ADP PRON AUX NOUN NOUN
225,rule4_temporal_passive,Quand cela fut fait,tuma min o tùn yògorolen dòn,o tùn kùnnasìrilen dòn,FAIL,,PRON AUX NOUN ADP
226,rule5_fixed_phrase,Ainsi donc,ola sa,ola sa,PASS,,NOUN NOUN
227,rule6_restrictive,tu ne serais qu'un pleutre,i tɛ na kɛ foyi yé ni sègɛ tɛ,i tɛ na kɛ foyi yé ni sègɛ tɛ,PASS,,PRON AUX AUX ADP CCONJ AUX ADP NOUN AUX
228,rule7_quest_ce_que,Qu'est-ce qu'il pourrait t'arriver là-bas ?,mún a mán tè wà yàn ?,[t] yé yé yèn jùkɔ́rɔw,FAIL,,NOUN AUX AUX NOUN NOUN
229,rule8_relative_splitting,Toi qui prends l'ennemi vivant,i bɛ júgu ɲɛ́nama,jɔn bɛ min bɛ júgu mɔ́n,FAIL,,NOUN AUX ADP AUX NOUN NOUN
230,rule9_valoir_peine_sov,cela vaut la peine de prendre un fusil,o bɛ buntu cɛ wà ka sàn,o bɛ fìnya ka sɛ̀gɛn mɔ́n,FAIL,,PRON AUX NOUN AUX NOUN NOUN
231,recent_past_venir_de,Il vient de partir,a bɔra ka táa,a bɔra ka fáɲi,FAIL,,PRON VERB AUX NOUN
232,recent_past_venir_de_transitive,Je viens de manger,n bɔra ka dumuni kɛ,n bɔra ka dumuni kɛ,PASS,,PRON VERB AUX NOUN ADP
233,rule2_prohibitive_intransitive,Ne parle pas !,kàna kúma,kàna kúma,PASS,,VERB NOUN
234,rule6_restrictive_adj,tu ne serais que jaloux,i tɛ na kɛ foyi yé ni jiliya tɛ,i tɛ na kɛ foyi yé ni kèle tɛ,FAIL,,PRON AUX AUX ADP CCONJ AUX ADP NOUN AUX
235,refl_actif_passe,il s'est lavé,a yé a jó,a yé a jó,PASS,,PRON AUX PRON NOUN
236,refl_actif_present,elle se lave,a bɛ a jó,a bɛ jó la,FAIL,,PRON AUX NOUN ADP
237,refl_actif_emphase,il s'est lavé lui même,a yé a yɛrɛ jó,a yé a jó a ma,FAIL,,PRON AUX PRON NOUN PRON AUX
238,refl_accidentel_passe,il s'est blessé,a yé a yɛrɛ màjógin,a yé a màjógin,FAIL,,PRON AUX PRON NOUN
239,refl_posture_passe,il s'est assis,a yé a sìgi,a sìgira,FAIL,,PRON VERB
240,refl_idiom_locatif,il s'est mis à pleurer,a yé a yɛrɛ bìla kàsi la,a bìlara ka kàsi,FAIL,,PRON VERB AUX NOUN
