#,categorie,phrase_fr,bambara_attendu,bambara_obtenu,statut,french_pos_tree,bambara_pos_tree
170,infinitive_neg,ne pas manger,kàna dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
171,infinitive_list,"Promouvoir le bambara et les autres langues nationales, inclusion sociale, meilleure circulation de l'information","ka bambara wɛ́rɛ nɛ̀n Nasiyonali kìsɛya, [inclusion] sosiyali, kùnnafoni fìsamannci ka sírakankasaara","ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
172,complex_relative,"Mais la situation reste très incertaine au Mali, qui s'enfonce toujours plus dans le chaos","nka dábolo bɛ [incertain] lámàra Mali kɔnɔ, min bɛ ɲàgàmi fɔlɔ kɔfɛ cànla la","ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
173,existential_nominal_complex,Il existe un frein politique lié aux logiques de pouvoir des élites qui veulent maintenir la masse populaire à l'écart de la gouvernance,"[frein] [politique] bɛ, min bɛ [élite]w ka [logique]w la, minw bɛ ŋàniya ka [masse populaire] bìla [gouvernance] kɔrɔ","ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
174,complex_noun_phrase,"Chercheur associé à l'Institut français des relations internationales, Thierry Vircoulon revient pour 20 Minutes sur la situation explosive au Mali","Thierry Vircoulon, IFRIw la kùndafɔrɔ, bɛ segin 20 Minutes ma Mali dábolo [explosif] kan","ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
175,complex_purposive,"L'université de Kumamoto recrute actuellement des participants pour le Programme d'apprentissage coopératif japonais, ainsi que des étudiants japonais pour la soutenir","Kumamoto lakɔli bɛ kàlandenw wele sísàn japɔnikan [coopératif] kàlanso la, ani japɔni kalandenw ka a dɛmɛ","ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
176,locative_adv,les gens sont ici,ɲàmakalaw bɛ yàn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
177,locative_adv,il est là,a bɛ yèn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
178,nummod_subject,deux hommes sont partis,mɔ̀gɔw fila fáɲira,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
179,nummod_subject,trois enfants mangent du riz,dénw saba bɛ iri dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
180,nummod_locative,cinq femmes sont ici,númanfɛlakaw duuru bɛ yàn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
181,nummod_object,j'ai acheté deux livres,n yé kìtabuw fila sàn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
182,intrans_action_progressif,je suis en train de travailler,n bɛ kà báara kɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
183,intrans_action_present_neg,je ne travaille pas,n tɛ báara la,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
184,intrans_action_passe_pos,j'ai travaillé,n yé báara kɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
185,intrans_action_passe_neg,je n'ai pas travaillé,n ma báara kɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
186,intrans_action_hab_neg,je ne travaillais pas,n tùn tɛ báara la,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
187,intrans_action_futur,je travaillerai,n bɛ na báara kɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
188,temporal_subordinator,quand il vient,tuma min a bɛ nà,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
189,reported_comparative,les bambara disent que la raison de la venue de quelqu'un est plus importante que soi-même,bambaraw bɛ fɔ ko mɔ̀gɔ dɔ jɔ̀kun ka kólogirinman ka tɛmɛ yɛrɛ kan,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
190,optatif,que tu viennes,i ka nà,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
191,optatif,que Moussa mange,Moussa ka dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
192,optatif_coi,que Dieu t'aide,Ala ka i dɛmɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
193,venir_de_propn,Je viens de Bamako,n bɔra Bamako,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
194,venir_de_noun,Je viens de l'école,n bɔra kàlankɛyɔrɔ la,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
195,venir_de_verbe,Je viens de manger,n bɔra ka dumuni kɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
196,venir_de_verbe,Il vient de partir,a bɔra ka táa,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
197,conj_avec_locatif,elle alla au village et demande des infos,a yé wá dùgu la wa a yé ɛnfo ɲɛ́juguya,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
198,verb_serial_conj,elle alla trouver et demande des informations,a táara ɲɛ́sɔ̀rɔ wa a yé kùnnafoniw ɲɛ́juguya,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
199,comitative_motion,il est venu avec moi,a nàra ni n yé,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
200,comitative_travail,elle travaille avec lui,a bɛ báara ni a yé,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
201,comitative_adj,Il est venu avec une dentition complète,a nàra ni dákolon dafaleninman yé,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
202,temporal_np_depuis,Depuis quelques mois,kabini sélidenninkalow dɔw,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
203,temporal_np_depuis,depuis quelques jours,kabini tilew dɔw,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
204,temporal_np_depuis,depuis quelques années,kabini sanw dɔw,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
205,ccomp_interrogative,sais-tu que je suis un enfant ?,i bɛ dɔ́n ko n yé dén yé wà ?,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
206,ccomp_savoir,je sais que tu es mon ami,n bɛ dɔ́n ko i yé n terikɛ yé,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
207,ccomp_savoir_locatif,ils savent que nous sommes ici,ùw bɛ dɔ́n ko anw bɛ yàn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
208,ccomp_dire,il dit qu'il mange,a bɛ fɔ ko a bɛ dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
209,ccomp_dire_qualitative,ils disent que la route est longue,ùw bɛ fɔ ko sìra ka télé,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
210,ccomp_dire_passe,elle dit que Musa est parti,a fɔra ko Musa fáɲira,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
211,modal_pouvoir,nous pouvons partir,anw bɛ se ka táa,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
212,modal_pouvoir_neg,il ne peut pas manger,a tɛ se ka dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
213,modal_pouvoir,elle peut venir,a bɛ se ka nà,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
214,modal_pouvoir_neg,tu ne peux pas partir,i tɛ se ka táa,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
215,past_intransitive_neg,ils ne sont pas arrivés,ùw ma se,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
216,past_intransitive_neg,il n'est pas tombé,a ma bɛn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
217,past_intransitive_neg,elle n'est pas venue,a ma nà,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
218,habitude_neg,elle ne mangeait pas,a tùn tɛ dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
219,habitude_neg_plur,nous ne parlions pas bambara,anw tùn tɛ bambara kúma,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
220,passe_anterieur_neg,il n'avait pas mangé,a tùn ma dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
221,rule1_conditional_question,"Si j'ai du courage, saurait-on ?","n bɛ gara dun, a mán se dun ?","ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
222,rule2_prohibitive_object,Ne mange pas le riz,kàna iri dún,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
223,rule2_prohibitive_no_object,ne mange pas !,kàna dúnli kɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
224,rule3_temporal_avoir_possessive,quand il eut ton appel,tuma min a yé i ka wéle ɲóro,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
225,rule4_temporal_passive,Quand cela fut fait,tuma min o tùn yògorolen dòn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
226,rule5_fixed_phrase,Ainsi donc,ola sa,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
227,rule6_restrictive,tu ne serais qu'un pleutre,i tɛ na kɛ foyi yé ni sègɛ tɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
228,rule7_quest_ce_que,Qu'est-ce qu'il pourrait t'arriver là-bas ?,mún a mán tè wà yàn ?,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
229,rule8_relative_splitting,Toi qui prends l'ennemi vivant,i bɛ júgu ɲɛ́nama,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
230,rule9_valoir_peine_sov,cela vaut la peine de prendre un fusil,o bɛ buntu cɛ wà ka sàn,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
231,recent_past_venir_de,Il vient de partir,a bɔra ka táa,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
232,recent_past_venir_de_transitive,Je viens de manger,n bɔra ka dumuni kɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
233,rule2_prohibitive_intransitive,Ne parle pas !,kàna kúma,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
234,rule6_restrictive_adj,tu ne serais que jaloux,i tɛ na kɛ foyi yé ni jiliya tɛ,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
235,refl_actif_passe,il s'est lavé,a yé a jó,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
236,refl_actif_present,elle se lave,a bɛ a jó,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
237,refl_actif_emphase,il s'est lavé lui même,a yé a yɛrɛ jó,"ERREUR: {neo4j_code: Neo.DatabaseError.Transaction.TransactionStartFailed} {message: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.} {gql_status: 50N00} {gql_status_description: error: general processing exception - internal error. Internal exception raised KernelImpl: The database has encountered a critical error, and needs to be restarted. Please see database logs for more details.}",ERROR,,
