#,categorie,phrase_fr,bambara_attendu,bambara_obtenu,statut,french_pos_tree,bambara_pos_tree,french_dep_tree,bambara_dep_tree,google_translate,nllb_translate,google_backtrans_fr,nllb_backtrans_fr,camembert_kuma,camembert_google,camembert_nllb,meteor_kuma,meteor_google,meteor_nllb,bertscore_prf_kuma,bertscore_prf_google,bertscore_prf_nllb
100,content_question_what,Tu manges quoi ?,i bɛ mún dún ?,í bɛ mún dún ?,FAIL,PRON VERB PRON PUNCT,NOUN VERB ADV ADV PUNCT,Tu/PRON/nsubj->2 manges/VERB/ROOT->0 quoi/PRON/obj->2 ?/PUNCT/punct->2,í/NOUN/nsubj->2 bɛ/VERB/root->0 mún/ADV/obl->2 dún/ADV/obl->2 ?/PUNCT/punct->2,Aw bɛ mun dun?,I bɛ mun dun?,Que manges-tu ?,Que mangez-vous ?,1.000,0.428,0.530,0.736,0.125,0.469,1.000|1.000|1.000,0.229|0.215|0.222,0.484|0.491|0.487
101,content_question_what,Tu veux quoi ?,i bɛ mún ŋàniya ?,í bɛ mún ŋàniya ?,FAIL,PRON VERB PRON PUNCT,NOUN VERB ADV VERB PUNCT,Tu/PRON/nsubj->2 veux/VERB/ROOT->0 quoi/PRON/obj->2 ?/PUNCT/punct->2,í/NOUN/nsubj->2 bɛ/VERB/root->0 mún/ADV/obl->2 ŋàniya/VERB/parataxis:obj->2 ?/PUNCT/punct->2,E bɛ mun fɛ ?,I bɛ mun de fɛ?,Que veux-tu ?,Que veux-tu donc?,1.000,0.437,0.271,0.736,0.125,0.457,1.000|1.000|1.000,0.305|0.295|0.300,0.253|0.289|0.270
102,content_question_what,il mange quoi ?,a bɛ mún dún ?,a bɛ mún dún ?,PASS,PRON VERB PRON PUNCT,PRON VERB ADV ADV PUNCT,il/PRON/nsubj->2 mange/VERB/ROOT->0 quoi/PRON/obj->2 ?/PUNCT/punct->2,a/PRON/nsubj->2 bɛ/VERB/root->0 mún/ADV/obl->2 dún/ADV/obl->2 ?/PUNCT/punct->2,a bɛ mun dun ?,A bɛ mun dun?,que mange-t-il ?,Qu'est-ce qu'il mange ?,1.000,0.721,0.499,0.992,0.469,0.469,1.000|1.000|1.000,0.249|0.243|0.246,0.560|0.609|0.584
103,content_question_where,Où allez-vous ?,aw bɛ táa mín ?,aw bɛ táa mín ?,PASS,ADV VERB PRON PUNCT,PRON AUX VERB ADV PUNCT,Où/ADV/dep->2 allez/VERB/ROOT->0 -vous/PRON/nsubj->2 ?/PUNCT/punct->2,aw/PRON/nsubj->3 bɛ/AUX/aux->3 táa/VERB/root->0 mín/ADV/obl->3 ?/PUNCT/punct->3,I bɛ taa min ?,Aw bɛ taa min?,Où vas-tu ?,Où allez-vous ?,1.000,0.662,0.619,0.992,0.125,0.469,1.000|1.000|1.000,0.422|0.460|0.440,0.430|0.459|0.444
104,content_question_where,où est Musa ?,Musa bɛ mín ?,Musa bɛ mín ?,PASS,ADV VERB PROPN VERB,NOUN VERB ADV PUNCT,où/ADV/dep->2 est/VERB/ROOT->0 Musa/PROPN/nsubj->2 ?/VERB/punct->2,Musa/NOUN/nsubj->2 bɛ/VERB/root->0 mín/ADV/obl->2 ?/PUNCT/punct->2,Musa bɛ min ?,Musa bɛ min?,Où est Moïse ?,Où est Moïse?,1.000,0.665,0.358,0.981,0.625,0.625,1.000|1.000|1.000,0.550|0.529|0.540,0.201|0.205|0.203
105,content_question_when,Quand viens-tu ?,i bɛ nà túma jùmɛn ?,í bɛ nà túma jùmɛn ?,FAIL,ADV VERB PUNCT PRON PUNCT,NOUN VERB NOUN NOUN ADV PUNCT,Quand/ADV/advmod->2 viens/VERB/ROOT->0 -/PUNCT/punct->2 tu/PRON/dep->2 ?/PUNCT/punct->2,í/NOUN/nsubj->2 bɛ/VERB/root->0 nà/NOUN/nmod:poss->4 túma/NOUN/obl->2 jùmɛn/ADV/case->4 ?/PUNCT/punct->2,I bɛ na tuma jumɛn?,I bɛ na waati jumɛn?,Quand viens-tu ?,Quand viendras-tu?,1.000,0.425,0.290,0.794,0.375,0.375,1.000|1.000|1.000,0.358|0.370|0.364,0.257|0.255|0.256
106,content_question_when,quand pars-tu ?,i bɛ fáɲi túma jùmɛn ?,í bɛ fáɲi túma jùmɛn ?,FAIL,ADV VERB PUNCT PRON PUNCT,NOUN AUX VERB NOUN ADV PUNCT,quand/ADV/advmod->2 pars/VERB/ROOT->0 -/PUNCT/punct->2 tu/PRON/dep->2 ?/PUNCT/punct->2,í/NOUN/nsubj->3 bɛ/AUX/aux->3 fáɲi/VERB/root->0 túma/NOUN/obl->3 jùmɛn/ADV/case->4 ?/PUNCT/punct->3,i bɛ taa tuma jumɛn ?,I bɛ taa waati jumɛn?,quand pars-tu ?,Quand vas-tu à la maison ?,1.000,0.447,0.300,0.794,0.375,0.375,1.000|1.000|1.000,0.563|0.582|0.572,0.289|0.276|0.283
107,content_question_why,Pourquoi pleures-tu ?,i bɛ kàsi mún kósɔn ?,í bɛ kàsili kɛ mún kósɔn ?,FAIL,ADV VERB PUNCT PRON PUNCT,NOUN VERB NOUN NOUN VERB ADV PUNCT,Pourquoi/ADV/advmod->2 pleures/VERB/ROOT->0 -/PUNCT/punct->2 tu/PRON/dep->2 ?/PUNCT/punct->2,í/NOUN/nsubj->2 bɛ/VERB/root->0 kàsili/NOUN/nmod:poss->4 kɛ/NOUN/nsubj->5 mún/VERB/parataxis:obj->2 kósɔn/ADV/obl->5 ?/PUNCT/punct->2,Mun na i bɛ kasi?,Mun y'a to i bɛ kasi?,Pourquoi pleures-tu ?,Pourquoi pleures-tu?,1.000,0.231,0.715,0.501,0.375,0.368,1.000|1.000|1.000,0.284|0.279|0.282,0.541|0.555|0.548
108,content_question_why,pourquoi il mange ?,a bɛ dumuni kɛ mún kósɔn ?,a bɛ dúnli kɛ mún kósɔn ?,FAIL,ADV PRON VERB PUNCT,PRON VERB NOUN NOUN VERB ADV PUNCT,pourquoi/ADV/advmod->3 il/PRON/nsubj->3 mange/VERB/ROOT->0 ?/PUNCT/punct->3,a/PRON/nsubj->2 bɛ/VERB/root->0 dúnli/NOUN/nmod:poss->4 kɛ/NOUN/nsubj->5 mún/VERB/parataxis:obj->2 kósɔn/ADV/obl->5 ?/PUNCT/punct->2,mun na a bɛ dumuni kɛ?,Mun na a bɛ dumuni kɛ?,pourquoi mange-t-il ?,Pourquoi mange-t-il?,1.000,0.514,0.625,0.807,0.661,0.661,1.000|1.000|1.000,0.271|0.292|0.281,0.497|0.539|0.517
109,content_question_how,Comment t'appelles-tu ?,í bɛ wéle cógo dǐ ?,í bɛ wéle cógo dǐ ?,PASS,ADV PRON VERB PUNCT PRON PUNCT,NOUN VERB NOUN NOUN NOUN PUNCT,Comment/ADV/advmod->3 t'/PRON/iobj->3 appelles/VERB/ROOT->0 -/PUNCT/punct->3 tu/PRON/dep->3 ?/PUNCT/punct->3,í/NOUN/nsubj->2 bɛ/VERB/root->0 wéle/NOUN/nmod:poss->4 cógo/NOUN/nmod:poss->5 dǐ/NOUN/parataxis:obj->2 ?/PUNCT/punct->2,I tɔgɔ bɛ di ?,I tɔgɔ bɛ di?,Quel est ton nom ?,Quel est ton nom ?,1.000,0.368,0.216,0.996,0.102,0.102,1.000|1.000|1.000,0.206|0.239|0.222,0.285|0.289|0.287
110,content_question_how,Comment cela se fait-il ?,ó bɛ kɛ́ cógo dǐ ?,a bɛ kɛ́ cógo dǐ ?,FAIL,ADV PRON PRON VERB PRON PUNCT,PRON VERB NOUN NOUN NOUN PUNCT,Comment/ADV/advmod->4 cela/PRON/nsubj->4 se/PRON/expl:comp->4 fait/VERB/ROOT->0 -il/PRON/dep->4 ?/PUNCT/punct->4,a/PRON/nsubj->2 bɛ/VERB/root->0 kɛ́/NOUN/nmod:poss->4 cógo/NOUN/nmod:poss->5 dǐ/NOUN/parataxis:obj->2 ?/PUNCT/punct->2,O bɛ kɛ cogo di?,O bɛ kɛ cogo di?,Comment cela se produit-il ?,Comment cela se fait-il?,1.000,0.312,0.524,0.794,0.100,0.100,1.000|1.000|1.000,0.266|0.274|0.270,0.349|0.366|0.357
111,content_question_which_noun,Quelle femme ?,mùso jùmɛn ?,mùso jùmɛn ?,PASS,DET NOUN PUNCT,NOUN VERB PUNCT,Quelle/DET/det->2 femme/NOUN/ROOT->0 ?/PUNCT/punct->2,mùso/NOUN/obj->2 jùmɛn/VERB/root->0 ?/PUNCT/punct->2,Muso jumɛn?,Muso jumɛn?,Quelle femme ?,Quelle femme ?,1.000,0.467,0.486,0.938,0.000,0.000,1.000|1.000|1.000,0.407|0.407|0.407,0.733|0.750|0.741
112,content_question_which,Tu veux quelle maison ?,í bɛ só jùmɛn ŋàniya ?,í bɛ só jùmɛn ŋàniya ?,PASS,PRON VERB DET NOUN PUNCT,NOUN VERB NOUN ADV VERB PUNCT,Tu/PRON/nsubj->2 veux/VERB/ROOT->0 quelle/DET/det->4 maison/NOUN/obj->2 ?/PUNCT/punct->2,í/NOUN/nsubj->2 bɛ/VERB/root->0 só/NOUN/obj->5 jùmɛn/ADV/det->3 ŋàniya/VERB/xcomp->2 ?/PUNCT/punct->2,I b’a fɛ ka so jumɛn de fɛ?,I bɛ so jumɛn fɛ?,Quelle maison préférez-vous ?,Quelle maison veux-tu?,1.000,0.422,0.350,0.996,0.000,0.100,1.000|1.000|1.000,0.436|0.477|0.456,0.365|0.372|0.368
113,content_question_how_much,Ça coûte combien ?,o bɛ jóli bɔ́ ?,o bɛ jóli bɔ́ ?,PASS,PRON VERB PRON PUNCT,PRON VERB NOUN NOUN PUNCT,Ça/PRON/nsubj->2 coûte/VERB/ROOT->0 combien/PRON/obj->2 ?/PUNCT/punct->2,o/PRON/nsubj->2 bɛ/VERB/root->0 jóli/NOUN/nmod:poss->4 bɔ́/NOUN/parataxis:obj->2 ?/PUNCT/punct->2,A musaka ye joli ye?,A bɛ wari joli di?,Combien ça coûte?,Combien d'argent donne-t-il à son personnel?,0.764,0.479,0.172,0.992,0.000,0.122,0.467|0.482|0.475,0.607|0.619|0.613,0.145|0.154|0.149
114,content_question_how_much,tu as combien d'enfants ?,dénw jóli bɛ í fɛ ?,dénw jóli bɛ í fɛ ?,PASS,PRON VERB ADV ADP NOUN PUNCT,DET NOUN AUX NOUN VERB PUNCT,tu/PRON/nsubj->2 as/VERB/ROOT->0 combien/ADV/obj->2 d'/ADP/case->0 enfants/NOUN/obl:arg->3 ?/PUNCT/punct->2,dénw/DET/det->2 jóli/NOUN/nsubj->5 bɛ/AUX/aux->5 í/NOUN/obj->5 fɛ/VERB/root->0 ?/PUNCT/punct->5,den joli b' aw bolo ?,Den joli bɛ i fɛ?,combien d'enfants as-tu ?,Combien d'enfants avez-vous?,0.869,0.471,0.452,0.996,0.000,0.200,0.866|0.866|0.866,0.401|0.368|0.384,0.238|0.247|0.242
115,simple,je mange du riz,n bɛ màlo dún,ń bɛ màlo dún,FAIL,PRON VERB DET NOUN,NOUN AUX NOUN VERB,je/PRON/nsubj->2 mange/VERB/ROOT->0 du/DET/det->4 riz/NOUN/obj->2,ń/NOUN/nsubj->4 bɛ/AUX/aux->4 màlo/NOUN/obj->4 dún/VERB/root->0,N bɛ tiga dun,ne bɛ dumuni kɛ,je mange du riz,"Je mange,",1.000,0.438,0.494,0.736,0.469,0.125,1.000|1.000|1.000,0.429|0.463|0.445,0.369|0.327|0.347
116,simple,tu bois de l'eau,i bɛ jí mìn,í bɛ jí mìn,FAIL,PRON VERB ADP DET NOUN,NOUN AUX NOUN VERB,tu/PRON/nsubj->2 bois/VERB/ROOT->0 de/ADP/det->5 l'/DET/fixed->3 eau/NOUN/obj->2,í/NOUN/nsubj->4 bɛ/AUX/aux->4 jí/NOUN/obj->4 mìn/VERB/root->0,aw bɛ ji min,i bɛ ji min,tu bois de l'eau,tu bois de l'eau,1.000,0.373,0.409,0.736,0.125,0.469,1.000|1.000|1.000,0.329|0.325|0.327,0.444|0.447|0.446
117,simple,il parle bambara,a bɛ bámanankan fɔ́,a bɛ bámànan kúma,FAIL,PRON VERB PROPN,PRON AUX NOUN VERB,il/PRON/nsubj->2 parle/VERB/ROOT->0 bambara/PROPN/obj->2,a/PRON/nsubj->4 bɛ/AUX/aux->4 bámànan/NOUN/obj->4 kúma/VERB/root->0,a bɛ bamanankan fɔ,a bɛ bambara fɔ,il parle le bambara,il parle à la légère,1.000,0.717,0.174,0.469,0.469,0.469,1.000|1.000|1.000,0.592|0.610|0.601,0.071|0.066|0.068
118,simple,elle chante,a bɛ donkili dá,a bɛ kàsili kɛ,FAIL,PRON VERB,PRON AUX NOUN VERB,elle/PRON/nsubj->2 chante/VERB/ROOT->0,a/PRON/nsubj->4 bɛ/AUX/aux->4 kàsili/NOUN/obj->4 kɛ/VERB/root->0,a bɛ dɔnkili da,a bɛ dɔnkili la,il chante la chanson,il chante,1.000,0.463,0.463,0.469,0.469,0.469,1.000|1.000|1.000,0.463|0.556|0.505,0.572|0.600|0.586
119,simple_plur,nous travaillons,anw bɛ báara la,ánw bɛ báara la,FAIL,PRON VERB,NOUN AUX VERB,nous/PRON/nsubj->2 travaillons/VERB/ROOT->0,ánw/NOUN/nsubj->3 bɛ/AUX/aux->3 báara la/VERB/root->0,an bɛ baara kɛ,an bɛ baara kɛ,nous travaillons,nous travaillons,1.000,0.436,0.803,0.736,0.125,0.125,1.000|1.000|1.000,0.596|0.654|0.624,0.618|0.636|0.627
120,simple_plur,ils mangent du riz,ùw bɛ màlo dún,u bɛ màlo dún,FAIL,PRON VERB DET NOUN,PRON AUX NOUN VERB,ils/PRON/nsubj->2 mangent/VERB/ROOT->0 du/DET/det->4 riz/NOUN/obj->2,u/PRON/nsubj->4 bɛ/AUX/aux->4 màlo/NOUN/obj->4 dún/VERB/root->0,u bɛ tiga dun,u bɛ roso dun,ils mangent du riz,ils mangent du riz,1.000,0.438,0.421,0.736,0.125,0.125,1.000|1.000|1.000,0.446|0.500|0.471,0.320|0.296|0.308
121,simple_neg,je ne mange pas,n tɛ dún,ń tɛ dúnli kɛ,FAIL,PRON ADV VERB ADV,NOUN AUX NOUN VERB,je/PRON/nsubj->3 ne/ADV/advmod->3 mange/VERB/ROOT->0 pas/ADV/advmod->3,ń/NOUN/nsubj->4 tɛ/AUX/aux->4 dúnli/NOUN/obj->4 kɛ/VERB/root->0,N tɛ dumuni kɛ,ne tɛ dumuni kɛ,je ne mange pas,je ne mange pas,1.000,0.453,0.700,0.161,0.605,0.161,1.000|1.000|1.000,0.373|0.377|0.375,0.473|0.474|0.474
122,simple_neg,il ne parle pas bambara,a tɛ bámanankan fɔ́,a tɛ bámànan kúma,FAIL,PRON ADV VERB ADV PROPN,PRON AUX NOUN VERB,il/PRON/nsubj->3 ne/ADV/advmod->3 parle/VERB/ROOT->0 pas/ADV/advmod->3 bambara/PROPN/obj->3,a/PRON/nsubj->4 tɛ/AUX/aux->4 bámànan/NOUN/obj->4 kúma/VERB/root->0,a tɛ bamanankan fɔ,a tɛ bambara fɔ,il ne parle pas anglais,il ne parle pas en arabe,1.000,0.562,0.384,0.469,0.469,0.469,1.000|1.000|1.000,0.454|0.448|0.451,0.097|0.078|0.086
123,volitif,je veux manger,n bɛ ŋàniya ka dúnli kɛ,ń bɛ ŋàniya ka dúnli kɛ,FAIL,PRON VERB VERB,NOUN AUX VERB AUX NOUN VERB,je/PRON/nsubj->2 veux/VERB/ROOT->0 manger/VERB/xcomp->2,ń/NOUN/nsubj->3 bɛ/AUX/aux->3 ŋàniya/VERB/root->0 ka/AUX/aux->6 dúnli/NOUN/obj->6 kɛ/VERB/xcomp->3,N b'a fɛ ka dumuni kɛ,ne b'a fɛ ka dumuni kɛ,je vais manger,Je veux manger.,1.000,0.476,0.561,0.830,0.250,0.167,1.000|1.000|1.000,0.293|0.325|0.308,0.498|0.506|0.502
124,volitif,il veut partir,a bɛ ŋàniya ka fáɲi,a bɛ ŋàniya ka fáɲi,PASS,PRON VERB VERB,PRON AUX VERB AUX VERB,il/PRON/nsubj->2 veut/VERB/ROOT->0 partir/VERB/xcomp->2,a/PRON/nsubj->3 bɛ/AUX/aux->3 ŋàniya/VERB/root->0 ka/AUX/aux->5 fáɲi/VERB/xcomp->3,a b'a fɛ ka taa,a b'a fɛ ka taa,il veut y aller,Il veut partir.,1.000,0.576,0.261,0.996,0.200,0.200,1.000|1.000|1.000,0.197|0.205|0.201,0.229|0.233|0.231
125,volitif_neg,je ne veux pas manger,n tɛ ŋàniya ka dúnli kɛ,ń tɛ ŋàniya ka dúnli kɛ,FAIL,PRON ADV VERB ADV VERB,NOUN VERB NOUN ADP NOUN NOUN,je/PRON/nsubj->3 ne/ADV/advmod->3 veux/VERB/ROOT->0 pas/ADV/advmod->3 manger/VERB/xcomp->3,ń/NOUN/nsubj->2 tɛ/VERB/root->0 ŋàniya/NOUN/nmod:poss->5 ka/ADP/case->3 dúnli/NOUN/nmod:poss->6 kɛ/NOUN/obl->2,N t'a fɛ ka dumuni kɛ,ne t'a fɛ ka dumuni kɛ,je ne veux pas manger,Je ne veux pas manger.,1.000,0.425,0.562,0.830,0.250,0.167,1.000|1.000|1.000,0.255|0.301|0.276,0.488|0.547|0.516
126,progressif,je suis en train de manger,ń bɛ́ kà dúnli kɛ,ń bɛ́ kà dúnli kɛ,PASS,PRON AUX VERB,NOUN NOUN NOUN NOUN VERB,je/PRON/nsubj->4 suis/AUX/cop->4 manger/VERB/ROOT->4,ń/NOUN/nmod:poss->2 bɛ́/NOUN/nmod:poss->3 kà/NOUN/nmod:poss->4 dúnli/NOUN/nsubj->5 kɛ/VERB/root->0,N bɛ dumuni kɛ,ne bɛ dumuni kɛ,je mange la nourriture,"Je mange,",1.000,0.323,0.559,0.996,0.102,0.102,1.000|1.000|1.000,0.376|0.389|0.382,0.437|0.466|0.451
127,progressif,il est en train de parler,a bɛ́ kà kúma,a bɛ́ kà kúma,PASS,PRON AUX VERB,PRON NOUN NOUN NOUN,il/PRON/nsubj->4 est/AUX/cop->4 parler/VERB/ROOT->4,a/PRON/nmod:poss->2 bɛ́/NOUN/nmod:poss->3 kà/NOUN/nmod:poss->4 kúma/NOUN/root->0,a bɛ kuma,a bɛ kuma,il parle,Il parle,1.000,0.559,0.260,0.992,0.128,0.128,1.000|1.000|1.000,0.421|0.410|0.415,0.359|0.343|0.351
128,futur,je vais manger,ń bɛ na dúnli kɛ,ń bɛ na dúnli kɛ,PASS,PRON VERB VERB,NOUN VERB ADP NOUN NOUN,je/PRON/nsubj->2 vais/VERB/ROOT->0 manger/VERB/xcomp->2,ń/NOUN/nsubj->2 bɛ/VERB/root->0 na/ADP/case->4 dúnli/NOUN/obl->2 kɛ/NOUN/punct->2,N bɛ taa dumuni kɛ,ne bɛ dumuni kɛ,je vais manger,"Je mange,",1.000,0.371,0.568,0.996,0.200,0.204,1.000|1.000|1.000,0.431|0.478|0.453,0.455|0.466|0.460
129,futur,il va partir,a bɛ na fáɲi,a bɛ na fáɲi,PASS,PRON VERB VERB,PRON VERB ADP NOUN,il/PRON/nsubj->2 va/VERB/ROOT->0 partir/VERB/xcomp->2,a/PRON/nsubj->2 bɛ/VERB/root->0 na/ADP/case->4 fáɲi/NOUN/obl->2,a bɛ taa bɔ yen,a bɛ taa,il va là-bas,il s'en va,1.000,0.659,0.421,0.992,0.457,0.481,1.000|1.000|1.000,0.470|0.528|0.497,0.237|0.248|0.242
130,futur_neg,je n'irai pas,n tɛ na táa,ń tɛ́nà táa,FAIL,PRON ADV VERB ADV,NOUN AUX VERB,je/PRON/nsubj->3 n'/ADV/advmod->3 irai/VERB/ROOT->0 pas/ADV/advmod->3,ń/NOUN/nsubj->3 tɛ́nà/AUX/aux->3 táa/VERB/root->0,Ne tɛna taa,ne tɛ taa,je n'irai pas,je ne vais pas,1.000,0.570,0.681,0.128,0.000,0.128,1.000|1.000|1.000,0.591|0.561|0.576,0.504|0.470|0.486
131,past_neg,je n'ai pas mangé,ń ma dúnli kɛ,ń ma dúnli kɛ,PASS,PRON ADV AUX ADV VERB,NOUN AUX NOUN VERB,je/PRON/nsubj->5 n'/ADV/advmod->5 ai/AUX/aux:tense->5 pas/ADV/advmod->5 mangé/VERB/ROOT->0,ń/NOUN/nsubj->4 ma/AUX/aux->4 dúnli/NOUN/obj->4 kɛ/VERB/root->0,N ma dumuni kɛ,ne ma dumuni kɛ,Je n'ai pas mangé la nourriture,je n'ai pas mangé,1.000,0.351,0.488,0.992,0.250,0.250,1.000|1.000|1.000,0.278|0.310|0.293,0.708|0.681|0.694
132,past_neg,il n'a pas parlé,a ma kúma,a ma kúma,PASS,PRON ADV AUX ADV VERB,PRON AUX VERB,il/PRON/nsubj->5 n'/ADV/advmod->5 a/AUX/aux:tense->5 pas/ADV/advmod->5 parlé/VERB/ROOT->0,a/PRON/nsubj->3 ma/AUX/aux->3 kúma/VERB/root->0,a ma kuma,a ma kuma,il n'a pas parlé,il ne parlait pas,1.000,0.384,0.294,0.981,0.625,0.625,1.000|1.000|1.000,0.177|0.223|0.197,0.399|0.387|0.393
133,habitude,il mangeait du riz,a tùn bɛ màlo dún,a tùn bɛ màlo dún,PASS,PRON VERB DET NOUN,PRON AUX NOUN VERB,il/PRON/nsubj->2 mangeait/VERB/ROOT->0 du/DET/det->4 riz/NOUN/obj->2,a/PRON/nsubj->4 tùn bɛ/AUX/aux->4 màlo/NOUN/obj->4 dún/VERB/root->0,a ye tiga dun,a tun bɛ roso dun,il a mangé du riz,Il mangeait du riz.,1.000,0.623,0.380,0.996,0.102,0.200,1.000|1.000|1.000,0.534|0.537|0.535,0.268|0.243|0.255
134,habitude,je travaillais,ń tùn bɛ báara la,ń tùn bɛ báara la,PASS,PRON VERB,NOUN AUX VERB,je/PRON/nsubj->2 travaillais/VERB/ROOT->0,ń/NOUN/nsubj->3 tùn bɛ/AUX/aux->3 báara la/VERB/root->0,N tun bɛ baara la,ne tun bɛ baara la,j'étais au travail,j'étais au travail,1.000,0.272,0.708,0.996,0.200,0.200,1.000|1.000|1.000,0.406|0.477|0.439,0.476|0.489|0.482
135,simple_purposive_coordinated,Je te donne de l'argent pour cuisiner et manger,n bɛ wárí di i ma walasa ka tóbili kɛ́ ani ka dúnli kɛ,ń bɛ wári dí í ma walasa ka gàdali kɛ ani ka dúnli kɛ,FAIL,PRON PRON VERB ADP DET NOUN ADP VERB CCONJ VERB,NOUN AUX NOUN VERB,Je/PRON/nsubj->3 te/PRON/iobj->3 donne/VERB/ROOT->0 de/ADP/det->6 l'/DET/fixed->4 argent/NOUN/obj->3 pour/ADP/mark->8 cuisiner/VERB/advcl->3 et/CCONJ/cc->10 manger/VERB/conj->8,ń/NOUN/nsubj->4 bɛ/AUX/aux->4 wári/NOUN/obj->4 dí/VERB/root->0,N bɛ wari di i ma i ka tobili kɛ ka dumuni kɛ,Ne bɛ wari di i ma ka dumuni tobi ani ka dumuni kɛ,Je te donne de l'argent pour cuisiner et manger,Je te donnerai de l'argent pour que tu cuisses et que tu manges.,0.979,0.472,0.416,0.556,0.383,0.505,0.982|0.982|0.982,0.475|0.502|0.488,0.546|0.586|0.565
136,complex_comitative_relative,Je veux manger avec mon mari et ma fille qui est malade,ń bɛ ŋàniya ka dúnli kɛ ni n fúrucɛ ni n dénmuso yé mìn jànkarotɔ dòn,ń bɛ ŋàniya ka dúnli kɛ ni n cɛ̀ ni n dénmuso yé mìn jànkarotɔ dòn,FAIL,PRON VERB VERB ADP DET NOUN CCONJ DET NOUN PRON AUX ADJ,NOUN AUX VERB AUX NOUN VERB ADP PRON NOUN ADP PRON NOUN NOUN ADV DET NOUN,Je/PRON/nsubj->2 veux/VERB/ROOT->0 manger/VERB/xcomp->2 avec/ADP/case->6 mon/DET/det->6 mari/NOUN/obl:mod->3 et/CCONJ/cc->9 ma/DET/det->9 fille/NOUN/conj->6 qui/PRON/nsubj->12 est/AUX/cop->12 malade/ADJ/acl:relcl->9,ń/NOUN/nsubj->3 bɛ/AUX/aux->3 ŋàniya/VERB/root->0 ka/AUX/aux->6 dúnli/NOUN/obj->6 kɛ/VERB/xcomp->3 ni/ADP/case->9 n/PRON/nmod:poss->9 cɛ̀/NOUN/nmod:poss->12 ni/ADP/case->9 n/PRON/nmod:poss->12 dénmuso/NOUN/nmod:poss->13 yé/NOUN/obl->6 mìn/ADV/case->13 jànkarotɔ/DET/det->13 dòn/NOUN/obl->3,N b’a fɛ ka dumuni kɛ ni n cɛ ye ani n denmuso banabagatɔ,Ne b'a fɛ ka dumuni kɛ ni ne cɛ ni ne denmuso banabaatɔ ye,Je veux manger avec mon mari et ma fille malade,Je voudrais manger avec mon mari et ma fille qui sont malades.,1.000,0.603,0.467,0.936,0.158,0.200,1.000|1.000|1.000,0.477|0.488|0.482,0.484|0.471|0.478
137,verb_serial_dative,il donne le livre à l'enfant,a bɛ gáfe dí dén ma,a bɛ gáfe dí dén ma,PASS,PRON VERB DET NOUN ADP DET NOUN,PRON AUX NOUN VERB,il/PRON/nsubj->2 donne/VERB/ROOT->0 le/DET/det->4 livre/NOUN/obj->2 à/ADP/case->7 l'/DET/det->7 enfant/NOUN/obl:arg->2,a/PRON/nsubj->4 bɛ/AUX/aux->4 gáfe/NOUN/obj->4 dí/VERB/root->0,a bɛ gafe in di den ma,a bɛ kitabu di den ma,il donne le livre à l'enfant,et il donna le livre au jeune homme.,1.000,0.592,0.380,0.998,0.419,0.426,1.000|1.000|1.000,0.444|0.481|0.462,0.572|0.578|0.575
138,privative_pron,sans moi,n kɔ,n kɔ,PASS,ADP PRON,PRON NOUN,sans/ADP/case->2 moi/PRON/ROOT->0,n/PRON/nmod:poss->2 kɔ/NOUN/root->0,ni ne tɛ yen,ni ne tɛ,en mon absence,si je ne suis pas,1.000,0.509,0.549,0.938,0.000,0.000,1.000|1.000|1.000,0.368|0.417|0.391,0.434|0.467|0.450
139,privative_clause,"sans moi, tu ne pourras pas partir","n kɔ, i tɛ na se ka fáɲi","n kɔ, í tɛ́nà sé ka fáɲi",FAIL,ADP PRON PUNCT PRON ADV VERB ADV VERB,PRON NOUN PUNCT NOUN NOUN NOUN AUX VERB,"sans/ADP/case->2 moi/PRON/obl:mod->6 ,/PUNCT/punct->6 tu/PRON/nsubj->6 ne/ADV/advmod->6 pourras/VERB/ROOT->0 pas/ADV/advmod->6 partir/VERB/punct->6","n/PRON/nmod:poss->2 kɔ/NOUN/vocative->8 ,/PUNCT/punct->2 í/NOUN/nmod:poss->5 tɛ́nà/NOUN/nmod:poss->6 sé/NOUN/nsubj->8 ka/AUX/aux->8 fáɲi/VERB/root->0",ni ne tɛ i tɛna se ka bɔ yen,"ni ne tɛ, i tɛ se ka taa",sans moi tu ne pourras pas partir,"Si je ne viens pas, tu ne peux pas venir.",1.000,0.389,0.438,0.475,0.390,0.469,1.000|1.000|1.000,0.479|0.477|0.478,0.370|0.375|0.372
140,privative_noun,Ce légume est sans cuisson,nin lègimu in yé tóbibali yé,nin lègimu in yé gàdatan yé,FAIL,DET NOUN AUX ADP NOUN,DET NOUN DET NOUN VERB NOUN,Ce/DET/det->2 légume/NOUN/nsubj->5 est/AUX/cop->5 sans/ADP/case->5 cuisson/NOUN/ROOT->0,nin/DET/det->2 lègimu/NOUN/nmod:poss->4 in/DET/det->2 yé/NOUN/nsubj->5 gàdatan/VERB/root->0 yé/NOUN/obl->5,Nin nakɔfɛn in ye tobilikɛbali ye,O jiriden tɛ tobi,Ce légume n'est pas cuit,Ce fruit ne cuit pas,0.917,0.617,0.368,0.807,0.167,0.000,0.792|0.792|0.792,0.759|0.763|0.761,0.489|0.467|0.478
